"title","press","body"
"[사설] 중구난방 ‘초등생 말싸움’… 이게 대선 TV토론이냐","세계일보","그제 열린 대선 TV토론은 후보가 아닌 초등학생이 했을 법할 정도로 중구난방이고 한심했다. TV를 지켜보다 짜증을 넘어 화가 치민 국민이 많았을 것이다. 김형준 명지대 교수 등 전문가들은 ‘F학점’이라고 혹평했다.토론의 기본은 주제에 충실하면서 절차를 지키는 것이다. 중앙선거관리위원회가 주최한 그제 토론의 주제는 안보·외교·정치였다. 하지만 주제와 상관없는 감정적인 충돌과 네거티브 공방이 이어지면서 안보 토론은 거의 진행되지 못했다. 안철수 국민의당 후보는 문재인 더불어민주당 후보에게 “내가 갑철수냐 안철수냐”, “왜 나를 ‘MB(이명박 전 대통령) 아바타’라고 하느냐”라며 엉뚱한 질문을 던졌다. 자신에 대한 민주당의 네거티브를 쟁점화하려는 것이었으나 “주제와 동떨어진 얘기”라는 문 후보의 면박을 들어야 했다. 그는 홍준표 자유한국당 후보의 과거 성범죄 모의 의혹을 문제 삼아 “토론 안 하겠다”며 얼굴도 쳐다보지 않았다. 안 후보의 코미디 같은 언행은 토론의 격을 떨어뜨리고 맥을 끊었다.심상정 정의당 후보는 ‘송민순 회고록’ 논란과 관련해 문 후보를 추궁하는 유승민 바른정당 후보를 저지하는 데 주력했다. 유 후보가 문 후보를 “거짓말 후보”라고 몰아세우자 “답답하다”며 정리에 나서 문 후보를 엄호 사격했다. 검증해야 할 후보를 감싸려면 왜 토론에 나왔는지 묻고 싶다.문 후보는 가족 관련 각종 의혹을 국회 상임위원회에서 함께 해결하자는 안 후보의 제안에 대해 “저는 해명 끝났으니 열심히 해명하시라”고 거절했다. 철저한 검증을 요구하는 국민 기대에는 못 미치는 자세다. 자기 할 말만 하거나 발언 순서를 기다리지 않고 중간에 끼어드는 등 토론 방해나 절차 무시도 비일비재했다. 또 하위 후보들이 토론을 주도하면서 1, 2위 후보 입장을 들을 기회가 적었다. 후보끼리 불필요한 공방을 하느라 토론이 산으로 가는데 이를 통제 못하는 토론 방식도 문제였다. 한마디로 총체적인 부실 토론회였다.그제 TV토론은 자질이 의심스러운 후보들의 민낯을 보여준 자리였다. 토론의 기본을 안 지키는 사람에게 대통령 자격이 있는지 의심스럽다는 얘기까지 나온다. 앞으로 토론은 선관위 주최 2회를 포함해 3회가 남았다. 후보들은 토론에 임하는 태도를 바꿔야 한다. 토론 방식도 전면 재검토해 유력 후보만의 토론을 추가하는 등 획기적으로 개선해야 한다.ⓒ 세상을 보는 눈, 글로벌 미디어 세계일보"
"[사설] ‘송민순 문건’, 진실 공방으로 흐지부지 끝내선 안 된다","세계일보","2007년 11월 유엔 북한인권결의안 기권 결정을 둘러싼 정치 공방이 점입가경이다. 당시 노무현정부가 북측에 물어보고 기권했다고 주장한 송민순 전 외교통상부 장관은 어제 북한대학원대학교 총장직에서 사퇴했다. 그는 문재인 더불어민주당 후보를 겨냥해 “하늘에 있는 태양 보고 태양이라고 해도 저건 태양이 아니고 낮에 뜬 달이라고 넘어간다”고 비판했다. 그는 노무현 전 대통령을 설득하기 위해 자신이 보냈다는 손편지까지 공개했다. 문 후보 측은 송 전 장관을 출판물에 의한 명예훼손과 공직선거법 위반 등 혐의로 서울중앙지검에 고발했다.문 후보가 이번 논란 과정에서 여러 차례 말을 바꿨음은 부인할 수 없다. 그는 지난해 10월 송 전 장관의 회고록 공개로 처음 논란이 제기됐을 때만 해도 “기억나지 않는다”고 둘러댔다. 지난 2월 종편 프로그램에 출연해서는 “북 반발이 심하고 후속 회담에 차질이 있을 것 같아 기권했다”고 말했다. 지난 13일 대선 후보 토론회에서 “먼저 물어본 적이 없다”고 했다가 19일 TV토론회에서는 “물어본 게 아니라 국정원을 통해 북측 반응을 판단해 봤다”고 말을 바꿨다. 그제 TV토론회에선 다시 “기권 방침을 통보한 것”이라고 주장했다. 너무 자주 오락가락해 어느 것이 진실인지 헷갈릴 지경이다.유엔 북한인권결의안은 북한 인권 침해에 우려를 표하고 개선을 촉구하는 내용이다. 우리 정부는 제2차 남북정상회담으로 달라진 남북관계 등을 고려해 표결에서 기권했다. 송 전 장관의 주장대로 문 후보가 북한에 물어보라고 회의에서 결론을 내렸다면 그의 안보관은 의심을 받을 수밖에 없다. 그제 문 후보 측이 공개했듯이 대북 통지문이 오간 것은 분명한 사실이다.당시 통일부 장관을 지낸 이재정 경기도교육감은 어제 송 전 장관의 발언을 반박하면서 자신도 메모가 있다고 했다. 이 교육감이 필요시 자료들을 제출하겠다고 밝힌 만큼 조속히 공개해야 마땅하다. 북한과 접촉했던 국가정보원도 진실 규명에 협력할 필요가 있다. 국회 정보위원회에서 북에 보낸 전통문 내용을 확인하는 방안을 고려할 수 있을 것이다. 가장 유력한 대선후보의 안보관과 정직성이 걸린 만큼 진실 공방으로 흐지부지 끝낼 사안이 아니다.ⓒ 세상을 보는 눈, 글로벌 미디어 세계일보"
"[시온의 소리]  장미대선은 눈물의 기도와 기독교적 세계관으로","국민일보","‘장미대선’이 다가온다. 많은 주자들이 있지만 몇 사람이 가시권 안에 압축되고 있다. 대선을 앞두고 한국교회는 어떻게 해야 할 것인가, 그리스도인은 어떤 자세로 선거에 임해야 할 것인가.  첫째, 공교회 의식을 회복해야 한다. 교회는 개교회로서의 존재 의미도 갖지만 개교회가 연합된 공교회로서의 의미가 더 크다고 할 수 있다. 사도신경의 ‘거룩한 공회’ 부분은 영어로 하면 ‘I believe in catholic Church’로 공교회주의를 의미한다. 천주교에서 가톨릭이라는 말을 자기들의 전유물인 것처럼 쓰는데, 사실 개신교에서 더 자주 써야 하는 말이다. 이는 하나의 ‘연합된 교회’요 ‘보편적 공교회’를 의미한다. 천주교에서는 로마 교황을 중심으로 한 보편적 공교회를 가톨릭교회라고 하지만, 개신교는 예수 그리스도를 머리로 하고 예수님을 주로 고백하는 모든 성도들의 집합체를 공교회요, 보편적이고 연합된 하나의 교회라 한다. 그러므로 그리스도의 교회는 개교회도 중요하지만 공교회가 더 중요하다고 할 수 있다. 따라서 한국교회 모든 지도자와 성도들은 대선을 앞두고 공교회 의식을 회복해야 한다.  둘째, 교회의 공익을 위한 공공정책을 세워야 한다. 이를 각 후보들에게 요구하고 그 기준에 따라 후보를 선택해야 한다. 지역, 이념, 친분을 떠나 공교회를 지키고 세우기 위한 마음이 앞서야 한다. 왜냐면 교회와 국가는 전혀 상관없는 별개의 존재가 아니라 상호협력하고 의존하는 공통분모를 갖고 있기 때문이다. 교회는 국가를 위해 기도하고 국가는 교회를 지켜주고 보호해 주는 책임이 있기 때문이다. 이는 교회와 국가에 관한 종교개혁자 칼뱅의 이론이기도 하다.  칼뱅에 의하면 교회는 국가와 통치자의 권위를 인정하고 그들을 위해 기도할 뿐만 아니라 통치 행위에 협력해야 한다. 국가와 통치자는 교회를 보호하고 신앙생활을 잘하도록 도와주어야 한다. 아브라함 카이퍼는 교회와 국가의 관계에 대한 칼뱅의 이론을 더 발전시킨 영역주권사상을 통해 국가와 교회 간에는 서로 영역을 침범할 수 없는 고유의 신분과 주권이 있다고 했다. 정부는 교회의 고유영역을 침범하거나 억압하지 말고 교회가 원활하게 역할을 할 수 있도록 보호해 줘야 한다는 것이다.  그러므로 한국교회는 새로 국가 지도자가 될 후보들을 위해 기도하되 기독교 공공정책을 명확히 세우고 요구해야 한다. 특히 한국교회 생태계를 위협하고 파괴하는 동성애, 이슬람, 종교인과세 문제에 관한 후보자들과 정당 관계자들의 정확한 입장과 정책을 면밀히 검토하고 적극 대응해야 한다. 후보자 주변에 있는 사람들이 얼마나 기독교적 가치관과 세계관을 갖고 기독교 공공정책을 위해 노력하고 있는가도 눈여겨 봐야 한다. 그들이 우리의 요구를 얼마나 들어줄 수 있는가도 꼼꼼히 점검해야 한다.  셋째, 국가안보의 기반 위에 국민을 하나로 통합하고 통일의 꽃길을 여는 후보가 누구인가 살펴야 한다. 지금 국제정세와 남북문제가 얼마나 살얼음판 위를 걷고 있는가. 이러한 때일수록 정파나 이념 등에서 양 극단에 치우치지 않고 국가안보를 세우며 동시에 외교력을 발휘해 남북문제를 풀고 통일의 꽃길을 열 수 있는 후보가 누구인지 면밀히 검토해야 한다.  넷째, 무엇보다 대선을 위해 기도해야 한다. 교회는 통치자와 정부가 하나님과 교회를 대적하지 않는 한, 그들을 반대하지 말고 협력하고 기도해야 한다. 대통령 탄핵 후에 치러지는 장미대선은 민족의 미래가 걸린 엄중한 선택일 뿐만 아니라 한국교회 생태계 보호를 위해서도 매우 중요하다. 우리가 아무리 공공정책을 세우고 후보자들을 면밀히 검토하고 준비한다 해도, 하나님께서 도와주시지 않으면 헛된 수고가 될 수 있다. 우리 모두 하나님이 기뻐하시는 지도자, 한국교회와 민족을 살릴 수 있는 지도자가 세워지도록 눈물로 기도해야 한다. 붉은 장미 피어나는 5월이 다가온다. 지난해 미국 대선에서 숨어 있는 미국교회의 표가 결집해 나타난 것처럼 지금까지 표출되지 않았던, 한국교회의 공익과 기독교 가치관에 기반한 눈물 젖은 표들이 대선을 결정지었으면 좋겠다. 어느 때보다 눈물의 기도와 기독교적 통찰력을 통한 바른 선택이 절실히 필요한 때이기에 말이다.소강석(새에덴교회 목사)[미션라이프 홈페이지 바로가기][미션라이프 페이스북 바로가기]GoodNews paper ⓒ 국민일보(www.kmib.co.kr), 무단전재 및 재배포금지"
"[사설] 칠곡 학생의 학업 중단 예방 성공 경험, 널리 공유하자","매일신문","[매일신문] 경북 칠곡군교육지원청과 초`중`고교에서 하고 있는 학업 중단 청소년 즉 ‘학교 밖 청소년’ 발생 예방을 위한 다양한 일들이 효과를 거두는 것으로 나타났다. 한순간의 잘못된 선택으로 학교를 떠나 학교 밖 청소년으로 평생 후회의 삶을 살게 될지도 모를 늪으로 빠지지 않도록 하기 위해 동료 학생들과 학교, 지역 교육청이 손을 잡고 함께 힘을 기울이고 노력해 거둔 결실이다. 지난해 칠곡에서는 52명이 학교 부적응으로 학교 밖 청소년이 될 위기를 맞았다. 그러나 실제 학교를 그만둔 학생은 7명(13%)에 그쳤다. 2013년에는 31명의 학교 부적응 학생 가운데 17명(54%)이 학교를 떠났다. 2014년과 2015년에도 33명과 28명의 학교 부적응 학생이 생겨 각각 11명(33%)과 7명(25%)이 학업을 그만두었다. 해마다 학업 중단 학생이 줄고 있는 것으로 집계됐다. 학교 밖 청소년 문제는 교육계의 오랜 숙제다. 대구경북에서는 해마다 3천 명 가까운 학생이, 전국에서는 2015년 경우 2만4천여 명이 중도에 학교를 떠나 학교 밖 청소년이 됐다. 이유는 숱하지만 공통점은 이들의 절반이 후회하고 있다는 사실이다. 여성가족부가 지난해 처음 학교 밖 청소년 4천691명을 대상으로 조사한 결과, 응답자의 56.9%가 후회했다. 시설 입소 비행집단 청소년은 70.2%가 그랬다. 칠곡의 경우 전체 1만3천여 명의 초`중`고교생에 비하면 학업 중단 학생은 적은 숫자다. 뚜렷한 감소는 그만큼 학교 밖 청소년 발생 예방 활동이 효과를 냈다는 이야기다. 초`중`고교별로 개발, 추진한 다양한 프로그램이 빛을 발휘한 셈이다. 이들 프로그램의 공통점은 학교를 떠나려는 동료 학생들과 고민을 함께하는 배려인 듯하다. 숱한 프로그램이 거둔 성과는 다른 곳으로 퍼뜨릴 만하다. 칠곡의 성공 사례 경험은 그냥 두기 아깝다. 창의적인 프로그램도 적지 않다. 학생들의 순순한 생각에서 나온 때문일 것이다. 보다 널리 공유하고 확산시켜 아주 좋은 결실을 거둘 수 있다. 순간의 실수로 후회의 삶을 살지 않도록 하는 ‘학교 밖 청소년 전무(全無)’를 위해서라도 성공 경험 사례집 발간 같은 일로 더욱 나누고 전파함이 마땅하다.ⓒ매일신문 - www.imaeil.com"
"[사설] 감정싸움만 한 저품격 토론, 대선후보들 과거보다 미래말하라","매일경제","참으로 볼썽사납고 한심한 토론이었다. 지난 23일 저녁 중앙선거관리위원회가 주최한 제19대 대통령선거 공식 TV토론회에서는 다섯 명의 후보가 거친 감정싸움을 벌이며 금쪽같은 두 시간을 허비하고 말았다. 이날 토론 주제는 외교안보와 정치였지만 후보들은 서로 주제와 동떨어진 네거티브 공세를 주고받으며 수준 이하의 말싸움만 이어갔다. 알맹이도 없고 품격도 떨어져 비상한 관심을 갖고 지켜본 국민에게 큰 실망감만 안겨준 토론이었다. 이번 토론에서 가장 유권자들의 눈살을 찌푸리게 한 건 후보들이 하나같이 과거만 이야기하다 시간을 다 보냈다는 점이다. 이날 토론은 먼저 홍준표 자유한국당 후보의 대학 시절 '돼지 흥분제' 사건과 관련해 다른 후보들이 사퇴를 요구하면서 달아오르더니 2007년 우리 정부의 유엔 북한인권결의안 표결 당시 문재인 더불어민주당 후보의 역할을 둘러싼 진실 공방으로 격해졌다. 유승민 바른정당 후보와 홍 후보가 문 후보의 해명은 ""거짓말""이라며 몰아세우자 문 후보가 ""안보팔이 색깔론""이라며 맞받아쳐 격앙된 분위기였다. 하지만 토론이 감정싸움으로 치닫는 바람에 국민의 가슴은 되레 더 답답해질 뿐이었다. 안철수 국민의당 후보는 외교안보 문제 토론 시간에 ""내가 MB 아바타냐""며 문 후보 진영의 네거티브 공세를 따지기도 했다. 보다 못한 사회자가 네 차례나 주제에 집중해달라고 했지만 소용없었다. 토론 태도도 문제였다. 상대의 공격에 논리적으로 반박하기보다 ""실망했다""며 감정적으로 대응하거나, 해명 요구에 ""이미 다 밝혔으니 확인해보라""며 무성의하게 피하기도 했다. 다섯 명 모두가 이날 유치한 토론을 했다는 데 동의하면서도 그 책임은 다른 이들에게 돌렸다.이처럼 토론이 중구난방으로 흐른 탓에 유권자들은 정작 가장 듣고 싶은 말은 들을 수 없었다. 후보들은 지금처럼 엄중한 안보 위기를 어떻게 타개할 것인지, 그리고 대한민국의 재도약을 막고 있는 낡은 정치를 어떻게 개혁할 것인지 철학과 비전, 그리고 손에 잡히는 정책을 설득력 있게 제시하지 못했다. 과거에 매달리다 미래를 말하지 못하고, 상대의 약점을 파고들다 자신의 생각을 말할 기회를 놓치고 만 것이다. 선거는 2주밖에 남지 않았다. 지금부터라도 모든 후보가 과거에 얽매인 네거티브 공세보다 자신의 미래 비전과 전략으로 국민의 마음을 얻는 데 힘을 쏟아야 할 것이다.[매일경제 공식 페이스북] [오늘의 인기뉴스] [매경 프리미엄][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
"[바른정당 긴급 의총] 5시간 마라톤 의총…주호영 브리핑(전문)","이데일리","바른정당 주호영 공동선대위원장이 25일 새벽 국회 의원회관에서 열린 의원총회를 마치고 발언하고 있다.(사진=연합뉴스)[이데일리 김성곤·조진영·임현영 기자] [바른정당 긴급 의총] 5시간 마라톤 의총…주호영 브리핑(전문)다음은 주호영 대표의 브리핑 전문오래 기다렸다. 오늘 바른정당 의원 31명이 7시 20분부터 지금 12시 20분까지 장장 5시간에 걸쳐 이번 대선과 당의 진로와 관련된 문제에 대해 현 상황을 점검하고 향후 전략에 관해 전원이 발언하고 의견을 개진하는 시간을 가졌다. 발언 내용 종합하면 바른정당 유승민 후보 당선을 위해 최선을 다한다. 다만 좌파 패권 세력의 집권을 저지하기 위해 3자 단일화를 포함한 모든 대책을 적극 강구하기로 한다. 후보는 그 과정을 지켜보기로 한다.김성곤 (skzero@edaily.co.kr)＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞"
"[사설] 김정은, 미·중 경고 가볍게 여기지 말라","세계일보","트럼프·시진핑 대북 공조 다짐중국, 美 북핵 타격 용인 시사북한은 도발 접고 살길 찾아야도널드 트럼프 미국 대통령이 어제 시진핑 중국 국가주석, 아베 신조 일본 총리와의 연쇄 전화통화에서 대북 공조를 다짐했다. 북한 6차 핵실험 등 전략 도발이 예상되는 북한군 창건 기념일을 하루 앞두고 이뤄진 통화에서 3국 정상은 북핵 불용 의지를 재확인하고 강력한 대북 경고 메시지를 보낸 것이다. 시 주석은 통화에서 “중국 측은 유엔 안보리 결의를 위반하는 행위를 결연히 반대한다”고 했고, 트럼프 대통령은 “양국 관계 발전이 매우 만족스럽다”며 중국의 대북 압박에 기대감을 드러냈다.겅솽 중국 외교부 대변인은 어제 북한에 대해 한반도 정세를 긴장시킬 행동을 하지 말라고 강력히 경고했다. 중국 관영 환구시보는 22일 “미국이 북한 핵시설에 대해 정밀타격을 한다면 외교적 수단으로 억제에 나서겠지만, (중국의) 군사적 개입은 불필요하다”며 미국의 제한적 선제타격을 용인할 수 있음을 내비쳤다. “북한이 6차 핵실험을 하면 중국은 원유 공급을 대폭 축소할 것”이라고도 했다. 이러한 추가 대북 제재는 북한 안보·경제의 생명줄을 직접 겨냥한 것이어서 상당한 압박으로 작용할 것이다. 이와 관련해 북한에서 주유소의 휘발유 제한공급과 영업중단이 속출하고 있고, 평양의 휘발유값은 70% 이상 폭등했다고 한다. 대북 압박으로 북한 사회에 동요가 일고 있는 징후로 볼 수 있다. 한반도 해역으로 이동 중인 미 해군 항공모함 칼빈슨호 전단은 일본 해상자위대와 연합훈련에 들어간 데 이어 오늘쯤 한반도 근해에 진입해 우리 해군과 연합훈련을 할 예정이다. 북한 매체들은 ‘제2의 한국전쟁 승리’를 외치면서 연일 칼빈슨호를 수장(水葬)하겠다고 위협하고 있다. 북한이 그만큼 두려움을 느낀다는 뜻이다.미·중의 대북 공조 강화로 국제사회와 북한 간 ‘강대강’ 대치가 뚜렷해지고 한반도 주변에 긴장이 고조되고 있다. 북한은 이러한 안보 현실을 직시해야 한다. 무모한 핵·미사일 도발에 나서면 불에 기름을 붓는 꼴이 될 것이다. 중국이 묵인하는 가운데 군사적 충돌이 일어날 가능성도 배제할 수 없다. 김정은 북한 노동당 위원장이 즉흥적인 판단으로 일을 그르쳐선 안 된다. 도발은 문제를 걷잡을 수 없게 키울 뿐임을 명심해야 한다. 북한이 살길을 찾으려면 마땅히 그래야 한다.대통령 탄핵 상황을 감안하더라도 트럼프 대통령의 연쇄 전화회담에서 한국이 배제된 것은 아쉬움이 남는다. 한반도 안보 관련 논의에 대한민국이 빠져선 안 될 일이다. 정부는 한·미동맹을 근간으로 북한 도발 대응태세를 갖추는 데 한 치의 빈틈이 없도록 해야 한다.ⓒ 세상을 보는 눈, 글로벌 미디어 세계일보"
"[기고] 구호가 아니라 내막을 읽자","매일신문","[이희선 한울원자력본부장] 들판 곳곳이 상춘객들로 가득하다. 주말이면 온 국민이 꽃향기가 가득한 봄의 정취를 만끽하고 있는 듯하다. 봄 나들이철을 맞은 관광산업뿐만 아니라 겨우내 움츠려 있던 기운을 떨치며 모두 기운을 차리기 마련이다. 하지만, 원자력산업만은 ‘춘래불사춘’(春來不似春), 즉 봄이 오되 봄이 아닌 것만 같다. 오히려 혹한기가 다시 찾아온 듯하다. 지난 경주 대지진으로 국민들의 불안감은 증폭되었다. 아울러 대선 후보들 역시 신규 원전 건설 백지화, 계속운전 반대 등 탈원전 공약을 잇따라 발표하면서 원전정책에 대한 논의를 재점화시켰다. 탈원전 구호는 국민들의 불안감을 생각하면 얼핏 당연해 보인다. 그러나 우리나라 전력 실태를 면멸히 살피지 못한 부분도 있다. 전력 수급, 온실가스 감축, 미세먼지 저감, 전기요금 인상에 대해서는 구체적인 해결 방안이 없는 구호에 불과하다는 지적이 나오는 이유이다.원자력에너지는 2016년 기준으로 국내 총발전량의 약 30%를 점유하고 있다. 우리 국민 상당수가 원자력에너지로 삶을 영위하고 있는 셈이다. 물론 원자력에너지도 단점은 있다. 그러나 현재까지는 가장 친환경적이며 경제 효율적인 발전원임은 논의의 여지가 없다. 원자력에너지 대안으로 제시된 신재생에너지는 상용화 및 수용성 확보에 해결해야 할 과제가 아직 산적하다. 신재생설비 1㎿ 전력생산량은 설비용량의 20% 수준으로 에너지 효율이 낮다. 예컨대 100만㎾급 원전 기준으로 태양광발전은 100배, 풍력발전은 500배의 부지가 필요하다. 또한, 태양광 패널이나 풍력발전기 설치 시 환경 훼손, 전자파, 소음 등을 염려한 해당 지자체 주민들의 거센 반대로 신재생발전 단지 건설이 난항을 겪고 있는 것도 엄연한 사실이다.원자력발전은 대한민국 경제성장의 원동력이자 안정적인 전력 공급원이다. 동시에 황금알을 낳는 대규모 SOC 사업이기도 하다. 지난 2009년 우리나라는 UAE에서 원전 건설을 수주하며 186억달러의 계약 성과를 올렸다, 여기다 지난해 약 6억달러 규모의 운영 지원 계약을 체결하며 UAE 원전 4호기 준공 후 10년 뒤인 2030년까지 연간 최대 400명 수준의 운영 인력을 공급할 예정이다.지난 4일에는 영국 클라크 산업장관이 21조원 규모의 원전 3기를 건설하는 ‘무어사이드 프로젝트’ 투자에 대한 논의를 위해 방한했다. 그는 세계 최고 수준의 우리나라 원전 운영 실적과 현재 순항하고 있는 UAE 바라카 원전 건설을 고려했을 때 한국을 잠재적 투자자로 판단하고 있다고 전했다.지금 한울원자력본부는 6개 호기를 운영하고 있다. 2016년 기준으로 한울원전 6개 호기의 발전량은 국내 총발전량의 7.9%인 418억㎾h에 달한다. 여기에 더해 신한울원전 1`2호기가 종합공정률 94%로 건설 마무리 단계에 접어들었다. 신한울원전 3`4호기도 건설 계획 중이다. 국가 에너지 안보, 온실가스 감축 의무 및 증가하는 에너지 수요를 담당하기 위해서는 적정 수준의 원전 비중을 유지할 수밖에 없는 것이 현 상황이다. 지난 2014년 11월, 정부`한수원`울진군의 합의로 8개 대안사업 협약을 체결하고 한수원은 울진군에 2천800억원을 지원하였고 울진군은 신한울원전 1~4호기 건설에 적극 협조하기로 하였다. 그 후 신한울원전 3`4호기 건설 주민설명회와 공청회를 개최하여 지역사회 의견을 수렴하였다. 현재 최종 합의를 위한 마지막 단계를 밟고 있다. 신한울원전 3`4호기가 제때 건설될 수 있고 지역경제가 활성화되기 위해서는 소모적인 논쟁으로 시간을 낭비할 때가 아니다. 서로가 하나의 뜻을 모아 울진군 발전을 위한 화합과 상생의 길로 나아갈 수 있도록 힘을 모아야 할 시점이다.ⓒ매일신문 - www.imaeil.com"
"[야고부] 늑대와 앵무새","매일신문","[박병선 논설위원 lala@msnet.co.kr] 한반도를 둘러싸고 24일 하루 동안 일어난 사건이다. 첫 번째, 트럼프 미국 대통령이 아베 일본 총리, 시진핑 중국 국가주석과 잇따라 전화통화를 하면서 북핵 저지를 위한 공조에 들어갔다. 두 번째, 칼빈슨 항모전단이 일본 호위함과 서태평양에서 공동훈련을 벌이고 25일 한반도 수역에 접근한다. 세 번째, 북한은 칼빈슨호를 수장하겠다고 위협하고 중국 전폭기가 비상대기하고 있다. 어디에도 ‘한국’이란 존재는 없다. 위의 사건만 보면 한국은 북한과 맞닿아 있는 곳일 뿐, 미`중`일이 아무렇게 다루는 공깃돌 같은 국가다. 대통령이 유고 상태라서 그럴 것이라고 자위하지만, 미`중 공조 수준을 볼 때 한국의 역할은 제한적이고 부분적일 수밖에 없다. “한반도는 중국의 일부였다”는 시진핑의 말을 듣고도, 데모는커녕 논평조차 나오지 않는다. 자신의 운명을 남에게 맡겨야 하는 약소국의 비애만 있을 뿐이다. 이웃 일본은 더더욱 믿을 수 없다. 한반도 위기를 부추기며 은근히 즐기는 듯하다. 일본 정부가 한반도 전쟁을 기정사실화하고 호들갑을 떠는 것이 절대 아니다. 북한이 미국의 공격을 받으면 일본을 핵 공격하겠다고 장담해왔기에 한국보다 더 겁을 낸다. 이 기회를 틈타, 한몫 단단히 챙기려는 일본 정부의 얄팍한 술책이 숨어 있다. 평화헌법을 개정하고 전쟁 가능한 나라로 탈바꿈하려는 목적에서다. 이런 위기 상황에서 대통령 선거에 나선 후보들이 아옹다옹 싸우는 모습을 보면 정말 우스꽝스럽게 보인다. 심한 말로 하면 이빨 드러낸 늑대 앞에서 토끼끼리 제 잘났다고 싸우는 꼴이라고 할까. 후보들에게 한반도 해법을 물으면 ‘북한과 대화’ ‘한반도 비핵화’ ‘전술핵 배치’니 하는 고답적인 담론만 나온다. 진보 후보는 20년 전 김대중 정권 때와 비슷한 해법을, 보수 후보는 30년 전 군사정권 때와 같은 해법을 제시한다. 고민하는 후보도 없고, 독창성 있는 대안을 내놓는 후보도 없다. 앵무새처럼 남의 얘기, 추종하던 정치인의 정책만 답습할 뿐이다. 한가하고 배부른 소리처럼 들린다. 물론, 정답은 없지만 한가지 사실만은 분명하다. 강대국과 외교를 하든지, 북한과 대화하든지, 힘이 없으면 도루묵일 따름이다. “모든 외교는 다른 수단들로 벌이는 전쟁의 연속”이라는 저우언라이 전 중국 총리의 말이 생각난다. 어디 이런 후보는 없을까? “필요하다면 핵무장도 검토하겠다.” 이 정도 결기와 강단의 대통령을 가져야 우리가 살아남을 수 있다.ⓒ매일신문 - www.imaeil.com"
"[사설] 국민 생명 위협하는 불법 무허가 총기","매일신문","[매일신문] 경산 농협 권총 강도 범죄의 용의자가 사건 55시간 만에 붙잡혔다. 용의자가 별다른 흔적을 남기지 않아 사건이 장기화하거나 미궁에 빠질 수 있었는데 사건을 조기에 해결한 경찰의 수사력은 높이 평가할 만하다. 우리나라에서는 경찰이 마음만 먹는다면 어떤 사건이라도 범인이 반드시 잡힌다는 사실이 이번에 재차 확인됐다. 그러나 허술한 총기 관리 실태도 함께 드러났다. 경찰서 방범대장으로 활동하기까지 한 용의자가 범행에 사용한 45구경 미국산 권총은 경찰 관리 선상에 없었다. 용의자는 2003년 칠곡군의 한 빈집에서 우연히 권총과 실탄을 발견한 뒤 이를 자신의 차 트렁크에 보관하면서 신고를 하지 않았다. 국내에 얼마나 많은 불법 무허가 총기가 돌아다니는지는 아무도 모른다. 대검찰청 자료에 따르면 총기 사용 범죄가 2010년 46건에서 2015년 90건으로 늘었는데 이 중 불법 소지 총기에 의한 범죄 비중이 46%에 이른다. 해외 직구나 밀수입을 통해 국내로 반입하다가 적발되는 총기만 해도 한 해 200정에 가깝고, 단속이 사실상 불가능한 사제 총기류의 경우 얼마나 늘어나고 있는지 가늠조차 안 된다.정부는 총기나 화약류 제조 방법을 온라인에 올릴 경우 처벌하는 규정을 올해 초에 신설했지만, 지금도 인터넷에서는 총기 제작 동영상을 쉽게 찾아볼 수 있으며 3D 프린터를 이용하면 상용 총기마저 복제해 낼 수 있다. 경찰 관리하에 있다는 수렵용 총기 역시 범죄 안전지대에 있지 않다. 국내에는 수렵용 총기 소지 허가자가 10만 명인데 이들 중에는 범죄 전력이 있거나 정신질환을 앓는 이가 소수이지만 있다.경찰은 무허가 총기 제조 판매 소지 행위의 형량을 ‘현행 10년 이하 징역 또는 2천만원 이하 벌금’에서 ‘3년 이상 30년 이하 징역’으로 대폭 강화하겠다고 밝혔지만, 입법은 감감무소식이다. 불법 총기류의 반입을 더 철저하게 단속해야 하고 인터넷에 사제 총기 제작 정보가 마구 유통되는 것을 차단할 근본적 대책이 있어야 한다. ‘우리나라가 더 이상 총기 청정국이 아니다’라는 소리를 그냥 흘려들어서는 안 된다.ⓒ매일신문 - www.imaeil.com"
