"title","press","body"
"[사설]‘대선 정책 검증’ 증세 없는 복지 확대는 거짓 공약이다","경향신문","세상 어디에도 증세 없는 복지국가는 없다. 시민들은 노동을 통해 소득을 얻고, 누진적으로 세금을 내야 한다. 일하지 않고, 세금도 내지 않으면서 공짜 복지를 바라는 시민들이 많은 나라는 복지국가가 될 수 없다. 선거에서 복지 확대 공약을 내놓으면서 증세를 거론하지 않는 것은 표만 얻고, 공약은 이행하지 않겠다는 것이나 다름없다.이번 대선을 앞두고서도 진보·보수 후보 가릴 것 없이 복지 공약을 쏟아냈다. 양극화·고령화·저출산 등 사회적 난제를 해결하려면 복지 확대가 필수적이라는 데 공감대를 이룬 것이다. 그러나 재원 마련 대책없이 복지 공약을 내놓으면서 포퓰리즘 논란이 커지고 있다. 대선후보 5명이 내놓은 기초연금 인상 공약이 대표적이다. 문재인 더불어민주당 후보는 소득 하위 70% 노인에게 2021년부터 월 30만원을, 안철수 국민의당 후보는 소득 하위 50% 노인에게 30만원을 지급하겠다고 했다. 심상정 정의당 후보는 소득 수준과 관계없이 모든 노인에게 월 30만원 지급을 약속했다. 홍준표 자유한국당 후보와 유승민 바른정당 후보도 기초연금 인상 공약을 내놨다. 누가 대통령이 되더라도 기초연금은 인상되는 것이다.한국의 노인빈곤율은 49.6%로 경제협력개발기구(OECD) 회원국 평균의 4배에 달할 정도로 심각하다. 노인 빈곤 문제 해결을 위해 기초연금을 올리자는 데 반대할 유권자는 거의 없다. 대선 후보들의 기초연금 지급 공약이 실현되려면 연간 20조원이 넘는 재정투입이 불가피하다. 그러나 재원 마련 방안으로 증세를 거론한 대선 후보는 없다. 세출 구조조정과 세입 확대, 탈루소득 발굴 등 원론적이고 모호한 재원 마련 방안을 밝혔을 뿐이다.대선후보들이 내놓은 아동수당 공약도 마찬가지다. 문 후보는 0~5세, 심 후보는 0~11세, 유 후보는 초·중·고교생이 있는 모든 가구에 소득 수준과 관계없이 월 10만원의 아동수당을 지급하겠다고 했다. 안 후보는 만 0~11세 자녀가 있는 소득 하위 80% 가구에 월 10만원, 홍 후보는 초·중·고교생 자녀를 둔 소득 하위 50% 가구에 월 15만원을 지급하겠다는 공약을 내놨다. 아동수당은 전 세계 91개국에서 시행하고 있는 복지제도다. 아동수당 지급에는 적게는 연 3조원, 많게는 15조원이 필요한데도 재원 마련 방안을 제시한 대선 후보는 없다.한국의 국내총생산(GDP) 대비 사회복지 지출 비중은 10.4%로 OECD 회원국 평균(21.6%)의 절반 수준이다. 이유는 간단하다. 소득에 비해 세금을 적게 내기 때문이다. 지난해 한국의 조세부담률은 GDP의 19.4%다. OECD 회원국 평균(25%)에 비해 GDP의 6%포인트가량인 93조원의 세금을 덜 내고 있는 것이다. 한국이 ‘저부담-저복지’의 복지 후진국에서 벗어나려면 증세를 통한 ‘적정부담-적정복지’로의 패러다임 전환이 필요하다.복지 확대를 위한 증세는 소득세·법인세·상속세 등 직접세의 누진세율을 올리는 것이 효율적이다. ‘증세 없는 복지확대’라는 헛구호에 매달렸던 박근혜 정부처럼 담뱃세 등 간접세를 올리는 방식의 우회 증세는 조세정의를 해치고, 소득재분배를 악화시킬 뿐이다. 심상정 후보가 제안한 ‘사회복지세’ 신설도 검토해볼 만하다. 사회복지세는 소득세·법인세·상속세 등을 부과할 때 납부액의 일정 비율(10~20%)을 따로 걷는 세금이다. 심 후보는 사회복지세로 22조원의 복지 재원을 마련할 수 있을 것으로 추산했다.복지는 세금을 먹고 자라는 나무와 같다. 복지 공약을 내놓으면서 증세를 거론하지 않는 것은 물과 거름을 주지 않고 나무를 키우겠다는 것과 다를 바 없다. 대선 과정은 복지 확대를 위해서는 시민들이 번 만큼 세금을 내야 한다는 엄연한 현실을 인식시키는 계기가 되어야 한다. 그럼에도 시민도 정치인도 준비되지 않은 채 복지 확대를 바라고 그게 가능한 것처럼 말하고 기대하는 것은 서로를 속이는 일이다.▶ 경향신문 SNS [트위터] [페이스북]▶ [인기 무료만화 보기]©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
"[강홍식의 명연설문 따라잡기]마이클 잭슨의 옥스퍼드대 연설(2)","경향신문","Friends, the foundation of human knowledge and the beginning of consciousness must be that each and every one of us is an object of love. Before you know if you have red hair or brown, before you know if you are black or white, before you know of what religion you are a part, you have to know that you are loved. 해석 : 여러분, 인간의 지식 토대와 의식의 출발점은 우리 모두가 사랑의 대상이 되어야 한다는 것입니다. 자신의 머리카락이 빨간색인지 갈색인지, 자신이 흑인인지 백인인지 또는 어떤 종교인지 알기 전에 본인이 사랑받고 있다는 것을 먼저 알아야 합니다. 어휘 : beginning(출발), consciousness(의식), object(대상), religion(종교)<제공 : 박정 어학원>▶ 경향신문 SNS [트위터] [페이스북]▶ [인기 무료만화 보기]©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
"[사설]색깔론 안 먹혔다, 시민은 평화 지킬 대통령을 찾고 있다","경향신문","대선에서 색깔론이 통하지 않고 있다. 보수 후보 등이 문재인 더불어민주당 후보를 겨냥해 ‘주적’ ‘북한인권결의안’ 논란을 제기했지만 여론에 미치는 영향은 미미하다. 이번 대선이 한반도 위기 속에서 치러지는 점을 감안하면 이런 결과는 의외다. 지난 23일 대선후보 3차 TV토론 직후 여론조사 결과는 문 후보를 정점으로 ‘1강1중3약’ 구도가 더 명확해졌다. 색깔론을 제기한 후보들의 지지율은 변화가 없었지만 문 후보는 상당 폭 상승한 결과다. 이런 결과는 일차적으로 대통령 탄핵으로 인한 보궐선거라는 점, 보수 후보들이 분산된 점 등을 이유로 꼽을 수 있다. 그 때문에 안보위기 조장에 호응하기보다 정권교체 및 적폐청산 구호에 더 관심을 두고 있는 것이다. 하지만 색깔론이 먹히지 않는 데는 이것 말고도 또 다른 중요한 이유가 있다. 바로 시민의 안보관 변화다. 각종 여론조사에서 한반도 안보 문제를 잘 해결할 수 있는 후보로 문 후보가 압도적 1위로 꼽힌 것이 대표적이다. 유권자들이 안보에 대해 현실적인 판단을 하기 시작한 것이라고 할 수 있다. 보수층은 선거 때마다 색깔론을 제기했지만 정작 안보에는 무능했다는 인식이 일반화되고 있다. 실제 이명박·박근혜 정권 9년 동안 안보는 김대중·노무현 정권 때보다 후퇴했고, 북핵·미사일은 완성단계를 바라볼 만큼 고도화됐다. 대북 응징보다 안정희구 심리가 더 커진 것도 결코 무시할 수 없는 중대한 여론 변화다. 차기 정부의 대북정책 방향과 관련, 강경책 대신 평화적 관계를 바탕으로 해야 한다는 응답이 70% 가까이 나온 여론조사 결과가 이를 말해준다. 이번 대선 여론의 변화는 향후 색깔론이 영원히 설 자리를 잃을 것이란 점을 시사한다. 적어도 대선후보라면 한반도 평화를 우선시하라는 시민의 준엄한 명령이 내려졌음을 잊지 말아야 한다.▶ 경향신문 SNS [트위터] [페이스북]▶ [인기 무료만화 보기]©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
"[사설] 바른정당, 의원직 내놓고 보수단일화 얘기하라","한국일보","19대 대선이 중반전에 접어들면서 문재인 민주당 후보의 강세가 뚜렷해지자 중도 및 보수 진영에서 후보 단일화 주장이 다시 제기되고 있다. 진보 진영의 문 후보에게 맥없이 정권을 내주지 않으려면 중도 성향의 안철수 국민의당 후보와 보수캠프의 홍준표 자유한국당 후보, 유승민 바른정당 후보 등 3자가 '원샷 단일화'를 이루거나 최소한 보수 캠프의 두 후보라도 연대해 기회를 엿봐야 한다는 것이다. 하지만 이념이나 정책의 공감대 없이 오직 '반문, 반좌파'라는 정치공학적 고려에 의해 이런 논의가 진행되는 것은 설득력이 없고 실현가능성은 더더욱 없다는 게 우리의 생각이다.한때 '빅텐트론' 등으로 제기됐다가 추진 주체나 동력이 없어 사그라들었던 이 주장이 공개적으로 되살아난 계기는 24일 밤에 열린 바른정당 의원총회다. 유 후보를 포함해 소속의원 대부분이 참석한 의총에서 유 후보의 완주와 중도하차를 놓고 격론을 벌인 끝에 나온 결론은 ""좌파세력의 집권을 저지하기 위해 3자 단일화를 포함한 모든 대책을 적극 강구한다""는 것이다. ""유 후보의 당선을 위해 최선을 다한다""고 자락을 깔았지만, 승산이 없는 싸움을 끌고 갈 경우 돈도 잃고 당과 개개인의 입지마저 위태롭게 된다는 현실적 판단이 더 우세했다는 얘기다.물론 유 후보는 ""아무 것도 변한 게 없다""고 독자 완주 의지를 분명히 했고 국민의당도 ""박물관에 보낸 얘기를 다시 꺼내 판을 어지럽히지 말라""고 선을 그었다. 하지만 줄곧 보수 단일화를 주장해 온 홍준표 후보는 ""금주 중 (바른정당 유승민, 새누리당 조원진, 무소속 남재준 후보가 함께하는 보수 대통합이 될 것으로 본다""고 말했다. 또 국민의당 손학규 선대위원장 역시 ""안 후보의 지지율 정체를 극복하려면 (바른정당과의 후보 단일화 문제를) 심각하게 고민해야 한다""고 거들었다. 후보들의 뜻과 관계없이 물밑에서 여러 차원의 다양한 얘기가 오가고 있다는 증거이다.우리는 일찍이 ""정치권의 합종연횡에는 명분과 원칙이 있어야 한다""는 입장을 밝혀 왔다. 정의로운 진짜보수를 표방하며 자유한국당과 결별한 바른정당이라면 자기부정적 제안을 내놓기 전에 깨끗이 해체선언을 하는 게 순리다. 더구나 아무리 처지가 어렵다고 해도 이런 논의를 번갯불에 콩 구워 먹듯 전개하는 것은 유권자에 대한 예의도 아니다. 손 위원장의 얘기 또한 충정으로만 들리지 않는다. 25일 밤 4차 대선 TV토론에 나선 후보들은 인위적 단일화 주장을 일축하고 마지막까지 최선을 다하겠다고 강조했다. 패배도 승리도 아름다워야 한다.▶한국일보 [페이스북] [카카오 친구맺기]▶자동차의 모든 것! [모클][ⓒ 한국일보(hankookilbo.com), 무단 전재 및 재배포 금지]"
"[사설] '코리아 패싱'을 과도정부 탓으로 넘겨버리는 한심한 인식","한국경제","미국과 일본 중국 등이 한국을 빼놓고 북한 핵문제를 논의하는 이른바 ‘코리아 패싱(Korea passing)’ 현상이 지속되고 있다. 도널드 트럼프 미국 대통령은 엊그제 아베 신조 일본 총리, 시진핑 중국 국가주석과 잇달아 전화통화를 했다. 트럼프 대통령은 이달 들어서만 아베 총리, 시 주석과 각각 세 차례 접촉했다. 반면 황교안 대통령 권한대행과는 지난 8일 미·중 정상회담 결과를 설명하기 위해 한 번 통화하는 데 그쳤다. 미국만 그러는 게 아니다. 일본과도 위안부 소녀상 설치 문제 등으로 발목을 잡혀 외교적 모욕을 당하고 있다. 눈 뜬 채 ‘코리아 패싱’을 당하고 있다는 게 공연한 자격지심만은 아닐 것이다.기가 막히는 건 ‘코리아 패싱’이 대통령 탄핵에 따른 한국 정부의 과도체제 탓일 뿐, 한국의 외교적 위상과는 무관한 것으로 치부하려는 일부 외교 전문가들의 시각이다. 실상이 그렇지 않음은 본인들이 더 잘 알 것이다. 트럼프 대통령이 시진핑과의 정상회담 내용을 전하면서 “한국은 중국의 일부였다고 하더라”고 돌출발언을 한 것이나, 렉스 틸러슨 미 국무장관이 “일본은 동맹, 한국은 파트너”라는 말로 한국인들을 당혹스럽게 한 것을 단순한 해프닝으로 볼 게 아니다.한국 외교를 지켜봐 온 사람들은 무원칙하고 줏대없는 외교가 초래한 자업자득이라고 말한다. 박근혜 대통령 시절 중국의 남중국해 영유권 주장을 인정하지 않은 국제상설중재재판소 판결에 한국만 중국 눈치를 보느라 어정쩡한 입장을 취해 따가운 눈총을 받았다. 게다가 중국의 이른바 전승기념식에 미국 등의 만류에도 불구하고 참석을 강행했다. 중국이 고마워할 줄 알았는데, 최근의 사드(고고도 미사일방어체계) 보복 행태로 볼 때 ‘줏대없는 나라’로 만만하다는 인상만 더 심어준 결과가 됐다.트럼프 대통령은 “북핵은 실질적 위협으로, 현상유지를 용인할 수 없다”고 못 박았다. 어떻게든 북핵 폐기를 관철하겠다는 얘기다. 이런 엄중한 상황에서 누가 뭐래도 한반도 안보의 근간은 한·미동맹이다. 이 점을 잊어서는 안 된다.[한경닷컴 바로가기] [스내커] [모바일한경 구독신청] ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
" [유레카] 파르티잔 미디어 / 최원형 ","한겨레","[한겨레]   각각 진보와 보수 편향성을 앞세운 두 인터넷 매체가 한 회사의 소유라는 사실을 밝힌  보도.  화면 갈무리  지난 2월 미국의 인터넷 미디어 는 이른바 ‘극단적으로 정파적인’(hyper partisan) 정치뉴스가 만들어지는 과정에 대해 흥미로운 보도를 내놨다. 라는 ‘진보 편향적’ 인터넷 매체와 이라는 ‘보수 편향적’ 인터넷 매체의 보도가 서로 판박이처럼 비슷하다는 것을 밝혀낸 것이다. 사실을 다룬 문장들은 아예 똑같았고, 단지 몇 개의 단어들만 다르게 사용해 각자가 내세우는 편향에 맞게 보도했을 뿐이었다. 더 파헤쳐보니 두 매체는 아예 같은 회사, 즉 마이애미에 있는 ‘아메리칸 뉴스 유한책임회사’ 소유였다. 이 회사는 이들 말고도 두 개의 또 다른 정파성 강한 인터넷 매체들을 거느리고 있었다. 진보건 보수건 관계없이 정파적인 태도를 앞세워 ‘클릭’을 유발하고, 이를 통해 페이스북이나 구글에서 극대화된 광고비를 거둬들이는 것이 이 회사의 주된 목적이었던 것이다.  영미 언론계에서는 이른바 ‘페이크 뉴스’ 논란의 실체는 ‘정파적 미디어’라는 지적이 높다. 한때 디지털 매체들은 전통 매체들이 앞에선 ‘객관적 저널리즘’을 내세우지만 뒤에선 정파적 태도로 이익을 챙기는 것을 비난하면서 자신의 입지를 새롭게 쌓았다. 그러나 지금은 되레 전통 매체들이 디지털 매체들의 노골적인 정파성을 비난하고 있다. 미국의 디지털 미디어 는 지난 20여년 동안 새롭게 생겨난 89개의 디지털 매체가 거의 모두 정파적 성격을 지녔다고 분석하기도 했다.  ‘파르티잔’(정파성)의 핵심은 ‘절대적인 적대’다. 그리고 절대적인 적대를 부추기는 정파적 미디어 뒤에는 어김없이 상업적인 이익이 있다. 누군가의 손가락질에 따라 소리를 지르고 돌을 던지면서 속이 시원하고 후련함을 느끼는가? 그렇다면 제대로 한번 톺아보길 권한다. 그 손가락의 주인공에게 당신은 그저 어떤 이익을 가져다주는 도구일 뿐이다. 최원형 책지성팀 기자 circle@hani.co.kr ▶ 한겨레 절친이 되어 주세요! [신문구독] [주주신청][▶ 대선 팩트체크] [페이스북] [카카오톡] [정치BAR][ⓒ한겨레신문 : 무단전재 및 재배포 금지]"
"[경향마당]안전, 이론과 실제를 일치시켜야","경향신문","우리 민주주의 역사가 길지 않지만 나름 성공한 정부가 있고 실패한 정부가 있다. 실패한 정부를 들여다보면 대형사고가 꼭 끼어 있다. 삼풍백화점 붕괴, 대구지하철 화재, 괌 비행 추락사고 등 사고가 끊이지 않았던 김영삼 정부는 결국 금융위기와 함께 막을 내렸다. 박근혜 정부도 세월호 침몰, 메르스 사태를 겪으면서 중심을 못 잡고 흔들리다가 결국 이리 되었다. 대형재난은 모든 정치·사회적 이슈를 빨아들인다. 원인규명, 관련자 처벌, 예방책 마련 등을 하느라 우왕좌왕하다 보면 국정동력을 잃고 정권의 실패로 귀결되는 것이다.안전에 실패하는 이유가 무엇인가? 안전시스템을 만들지 못하고, 이론과 실행력을 갖춘 인재들을 발굴하지 못했기 때문이다. 미국이나 유럽 등은 안전시스템이 생활 그 자체에 녹아들어있다. 이들 국가에서는 수업이나 근무시간 가릴 것 없이 비상 사이렌이 울린다. 일단 사이렌이 울리면 이후의 과정은 물 흐르듯 진행된다. 방송 담당자는 방송을 하고, 대피 인솔자는 뛰어다니며 문을 두드리고, 사람들은 질서정연하게 밖으로 대피한다. 어느 경우에도 예외는 없다. 학업과 직장으로 미국에서 7년 남짓 머무는 동안 사이렌 소리에 밖으로 대피한 게 족히 30번도 넘는다. 허겁지겁 대피했지만 대부분 아무 일 없이 종결됐다. 언뜻 보면 비효율적이고 한심한 짓 같지만 만에 한 번 일어날지 모르는 사건에 철저하게 대비하는 것이 이들의 안전시스템의 본질이다. 현장에 정통한 실행력을 갖춘 인재들을 발굴해 책임있는 자리에 앉히는 것도 중요하다. 운동경기에 뛴 적이 없는 사람을 코치나 감독으로 발탁하는 경우가 거의 없듯 현장을 모르는 사람을 안전부문의 주요직에 앉혀서는 안된다. 고위공무원이 교각의 안전성을 점검한다고 수십미터 교량에 매달려 있는 광경은 우리에게는 드물지만 이들 국가에서는 흔히 볼 수 있는 모습이다. 현장의 격렬함이 뼛속에 각인되어 있는 진짜 전문가를 전면에 내세워야 재난의 예방과 대처가 가능하다.곧 대통령 선거가 치러지고 새로운 정부가 들어선다. 대형재난 한번이면 그 정부는 곧바로 추진력을 잃고 실패한다. 현장에 정통한 유능한 인재들을 발굴하여 안전 관련 주요자리에 포진시키고 물 흐르듯 매끄러운 안전시스템을 구축하는 것, 이것이 정부가 실패하지 않는 열쇠이다.<성낙문 | 한국교통연구원 본부장>▶ 경향신문 SNS [트위터] [페이스북]▶ [인기 무료만화 보기]©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
"[여적]삼성동 큰엄마","경향신문","모든 큰엄마는 맏며느리다. 요즘 시대에는 안 맞지만 한 세대 전만 해도 맏며느리감이라는 표현은 여성에게 최고의 상찬이었다. 마음이 착하고 너그러우면서도 일처리가 야무지지 않고서는 들을 수 없었다. 요리나 바느질 등 집안일을 잘하고 효심도 지극해야 한다. 지적 능력은 물론이고 손아래 동서들을 이끌려면 리더십과 카리스마도 있어야 한다.시동생들이 결혼하고 분가해서 자식들을 낳으면 맏며느리는 자연스럽게 큰엄마가 된다. 큰엄마는 엄마와 다른 면이 있다. 엄마보다 대범하고 품이 넓다. 명절 때는 손 크게 음식을 장만해 아낌없이 나눠준다. 김장도 배추 몇십 포기씩 더 한다. 어른들에게 공손하고, 집안 대소사를 빠짐없이 챙기면서도 힘들어하는 내색이 없다. 큰엄마의 손맛이 밴 큰집 음식은 가부장적 유교사회를 지탱하는 중요한 요소다. 식혜나 수정과는 큰엄마가 만든 것이 최고다. 피 한 방울 섞이지 않은 사이지만 어느 순간 큰엄마는 돌아가신 할머니를 꼭 닮아 있다.최순실씨 조카 장시호씨가 박근혜 전 대통령을 ‘큰엄마’라고 불렀다고 한다. 엊그제 법정에서 장씨는 ‘조서에 큰집 엄마라는 말이 등장하는데 누구냐’는 최씨 측 변호인의 질문에 “박근혜 전 대통령”이라며 “큰엄마란 말도 박 전 대통령을 일컫는 것”이라고 말했다. 장씨는 이어 “저희 가족들끼리는 박 전 대통령을 그렇게 불렀다”며 “제가 어렸을 당시 박 전 대통령이 신사동에 살았던 때부터 이모들과 부모님도 그렇게 불렀다”고 덧붙였다.장씨가 박 전 대통령을 부를 때 사용한 큰엄마의 의미와 이미지가 장삼이사들에겐 도무지 가늠이 되지 않는다. 하지만 장씨 일가가 박 전 대통령이 매우 친한 사이인 것만은 분명해 보인다. 특히 최씨는 박 전 대통령의 삼성동 자택 2층에 있는 돈으로 딸(정유라)과 외손자를 키워달라고 장씨에게 얘기했다고 한다. 최씨로서는 박 전 대통령의 옷값과 미용 비용 등을 댔으니 삼성동 집에 있는 돈을 쌈짓돈처럼 여긴 것이다. 앞서 최씨는 박 전 대통령이 청와대에 있는 동안 삼성동 자택의 집기와 가구를 처분한 사실이 알려지기도 했다. 박 전 대통령과 최씨는 일심동체일 뿐 아니라, 경제 공동체이기도 하다는 것이 더욱 확실해졌다.<오창민 논설위원>▶ 경향신문 SNS [트위터] [페이스북]▶ [인기 무료만화 보기]©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
"[사설] 공무원 급여만큼 최저임금ㆍ비정규직 처우도 고민하라","한국일보","최근 온라인 커뮤니티에서 화제인 월급 이야기가 있다. 박봉의 대명사로 알려진 ‘9급 공무원’의 월급명세서에 324만9,340원이라는 액수가 찍혔다. 교도소 보안과에 근무하는 취업 3년 차 9급 5호봉의 이 공무원이 여기서 세금을 제하고 받는 월급은 281만830원이다. 이런저런 수당까지 포함한 그의 연봉은 4,300만원이 넘는다. 지금 대기업 초봉이 3,800만원 수준이고 중소기업은 이의 65%에 불과한 2,500만원이다.인사혁신처가 25일 고시한 ‘2017년 공무원 전체의 기준소득월액 평균액’ 내용도 비슷한 상황을 보여준다. 9급부터 국무총리까지 전체 공무원 95만5,000여명의 월평균 소득이 510만원으로 처음 500만원을 넘었다. 수당을 포함한 이 임금은 지난해에 비해 4% 늘었고, 6년 만에 115만원 증가했다. 민간기업에 비해 정년 보장이 더 단단하고 연금 혜택마저 충실하다는 것까지 감안하면 공무원에게 주어지는 이 같은 노동의 대가는 한국 사회 어느 직종 못지않다. ‘공시대첩’이라 불릴 정도로 매년 공무원 시험 응시자가 늘어나는 데도 분명한 이유가 있다.물가상승률을 감안하고 공무원 사기 진작을 고려해 대기업 80% 수준으로 공무원 임금을 올려야 한다는 것은 정부의 오랜 정책 기조였다. 공직이라는 이유 하나만으로 과거 박봉을 감내했던 사정이 없었던 게 아니고, 공적 업무의 중요성이라는 대의명분까지 생각하면 이 같은 임금 인상이 무리라고만 할 수는 없다. 하지만 그럼에도 불구하고 민간기업이 경기 침체와 경영악화를 이유로, 노사가 합의해 임금 인상을 자제하는 사례가 적지 않다는 것을 생각하면 물가상승률에 맞춘 기계적 공무원 급여 인상에 위화감을 느끼지 않을 수 없다.게다가 비정규직이 늘어만 가는 한국 사회에는 아직 그만한 월급을 받지 못하는 사람들이 턱없이 많다는 문제도 일깨우고 싶다. 화려하게만 보이는 방송계의 외주제작사 조연출 PD가 하루 2, 3시간 토막잠을 자며 버는 돈이 한 달에 120만원이다. 이마저 발주한 방송사에서 임금을 제때 받지 못하고, 심지어 아예 떼이는 경우가 허다하다. 무턱대고 낮아질 수 있는 민간의 이런 임금을 최소한 보장하자고 정한 최저임금은 올해 시급 6,470원이었다. 월급으로 환산하면 135만원이다. 이런 현실을 개선하자고 나온 시급 1만원 주장이 우리 경제 형편에서는 무리라는 지적에 부닥치는 실정이다. 정부가 공무원 처우 개선 못지않게 심각한 저소득 문제 해결에도 확고한 의지를 보여주기 바란다.▶한국일보 [페이스북] [카카오 친구맺기]▶자동차의 모든 것! [모클][ⓒ 한국일보(hankookilbo.com), 무단 전재 및 재배포 금지]"
"[공감]이런 후보는 안 뽑을 것이다","경향신문","며칠 전 아파트 입구에서 피를 흘리고 앉아계신 어르신을 보았다. 계단을 오르다 넘어지셨다고 했다. 뒷머리가 깨져 흘러내린 피가 셔츠를 흥건하게 적시고 있었다. 경비실에도 근무자가 보이지 않고 지나가는 사람마저 없었다. 일단 사시는 곳과 연락 가능한 가족 여부를 여쭙는데 마땅한 답을 얻지 못했다. 119에 연락을 하고 앰뷸런스를 기다리는 동안 지나가는 몇 사람이 함께 어르신을 도왔다. 보호자와 연락을 해야 했는데, 어르신은 보호자에 대해 말하고 싶어 하지 않아 했다. 없다고 하다가 멀리 있다고 하다가 모른다고 했다. 다친 충격 때문인지 대화도 쉽지 않았다.그럼 어떡해야 하지. 보호자도, 연고도 없는 어르신을 앰뷸런스로 모시는 일은 가능할까. 비용이 발생하지는 않을까. 학교에서 아이가 쓰러져 앰뷸런스를 이용했는데 100만원 정도를 지불했다는 지인의 이야기가 떠올랐다. 물론 몇 년 전 그이가 미국에 머물던 시절의 이야기다. 비슷한 시기에 미국에 잠시 머물렀던 나는 수첩에 ‘앰뷸런스는 절대 타지 말 것’이라고 적었다. 충분한 금액의 의료보험에 가입해두었고, 몇 달 정도만 체류할 예정이었지만 그동안에라도 병원 갈 일이 생길까봐 걱정이었다. 웬만큼 아픈 건 가정상비약으로 해결하고 만병통치약이라도 되는 것처럼 비타민을 열심히 먹었는데도 낫지 않는 구내염으로 결국 병원에 갔을 때, 1회 진료에 열흘치 약을 처방받은 대가로 20만원이 넘는 돈을 냈다. 물론 약값은 제외한 금액이다.가족에게는 도움을 청할 수 없다는 어르신을 설득해 어렵게 전화 연결에 성공했다. 휴대폰에 이름도 적혀 있지 않은 자식들은 멀리 산다고 하고, 겨우 아내의 번호를 찾았다. 수화기 저쪽 너머에서 한숨소리부터 나왔다. 그리고 약간의 망설임도 없이 지금 못 가요 하는 대답이 돌아왔다. 일하고 있어. 오늘 늦을 거라고 했어. 통화내용이 들리지도 않을 텐데 다친 어르신이 대신 변명을 했다. 그리고 수화기 안쪽에서는 여전히 아니, 대체, 왜, 어쩌다가, 화가 나서 어쩔 줄 모르는 듯한 한숨들이 이어졌다. 깜박 잊었다는 듯 고맙습니다, 라는 인사도 했지만 그 너머의 화는 여전히 삭지 않는 게 느껴졌다. 당황스러웠지만 이상하게 화가 나지는 않았다. 오히려 조금 슬펐는데, 다친 와중에도 가족을 위해 더듬더듬 변명하는 어르신의 고단한 행색과 수화기 너머 정체를 알 수 없는 분주한 거리의 소음 때문이었다.가족이 다쳤다고, 가족이 아프다고 열 일 제치고 달려오고, 걱정하고 울고, 그런 일이 당연한 것 같지만 그렇지 않은 삶도 있다. 어느 한 귀퉁이에 흠만 나도 와르르 부서질 수 있는 가족들은 도처에 흔하고, 그런 이들에게 가족의 사고나 질환은 겨우 잡고 있는 생을 희망도 뭣도 없이 와르르 무너뜨릴 수 있는 상황일 수도 있는 것이다. 걱정보다 미움이, 안부보다 원망이 솟구치는 가족은 서로 간에 정이 없는 게 아니라 삶에 대한 희망이 없는 거다. 뜬금없이 그래도 앰뷸런스는 무료로 타고 갈 수 있어서 다행이다, 라는 생각이 들었다.지난해 여름 암 진단을 받은 엄마는 수시로 병원에 입원하고, 여러 가지 검사를 했지만 걱정했던 것보다 병원비 부담이 많지는 않다. 식물인간 아버지를 경험했던 기억과 비교하면 놀라울 정도다. 우리나라의 복지에 대해 쓴소리가 많지만 잘된 부분이 전혀 없지는 않다. 특히 의료 부문이 그렇다. 이유는 단 하나다. 우리나라의 의료제도가 아직은 많은 부분 공공의 영역에 남아 있기 때문이다. 선거를 앞두고 수많은 공약이 쏟아진다. 서비스 향상이니 가격 경쟁, 민간기업 발전 등을 이유로 여러 가지 공적 기관의 민영화를 약속하기도 한다. 그러나 그렇게 넘어가서는 안 되는 영역이 있다. 교육이 그러하고 의료 산업이 그러하다. 대통령 선거가 2주 앞으로 다가왔다. 검증 기간도 짧고 준비 기간도 짧다. 선택이 어려울 때는 옳지 않은 공약을 가진 후보를 하나씩 제외하는 것도 방법이다. 공익으로 지켜야 할 영역을 민영화하려는 후보, 나는 일단 그런 후보는 뽑지 않을 생각이다.<한지혜 | 소설가>▶ 경향신문 SNS [트위터] [페이스북]▶ [인기 무료만화 보기]©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지"
