"title","press","body"
"[연합시론] 일본 정부가 '도시바 인수'에 뛰어든 이유","연합뉴스","(서울=연합뉴스) 세계 유수의 업체들이 각축전을 벌이고 있는 도시바 반도체사업부 인수전에 일본 정부가 직접 뛰어들었다. 니혼게이자이 등 현지 언론에 따르면 일본 정부가 이렇게 하는 이유는 첨단 기술의 타국 유출을 막기 위해서라고 한다. 일본의 관민 펀드인 산업혁신기구와 일본정책투자은행이 미국 사모펀드 콜버그크래비스로버츠(KKR)와 공동 인수에 합의하고 자금 분담 비율을 조율 중인 것으로 알려졌다. 이 컨소시엄은 5월 중순으로 예정된 2차 입찰에 참여할 것으로 보인다. 최근 들어서는 도시바와 제휴 관계인 미국의 웨스턴디지털(DW)이나 한국의 SK하이닉스가 컨소시엄에 가세할 것이라는 언론보도도 나오고 있다. 때마침 최태원 SK그룹 회장이 일본에 건너갔다는 소식이 들린다. 일본 정부 컨소시엄까지 나서 인수전 판도가 크게 흔들린 것과 관련이 있는 것 같다.일본 정부가 직접 나선 만큼 도시바 반도체사업부는 일본 정부 컨소시엄에 인수될 가능성이 커졌다. 일본정책투자은행이 최대 1천억엔(1조412억 원), 산업혁신기구가 수천억 엔을 출자한다고 하니 컨소시엄의 자금 동원 능력도 만만치 않을 것 같다. 지금까지 큰 공을 들여온 대만의 폭스콘(훙하이정밀공업) 등 중국계 기업들은 생각지 못한 복병을 만난 셈이다. 그동안 폭스콘 등은 2조 내지 3조 엔의 인수 대금을 제시하며 강한 의지를 피력해왔으나 좀처럼 협상을 진전시키지 못했다. '기술 유출 우려가 큰 기업은 제외해야 한다'는 일본 정부와 도시바 측의 반대 논리가 강했기 때문이라고 한다. 자국 기업이 일궈낸 첨단 기술을 국가의 중요한 자산으로 여기는 일본의 사회적 인식과 문화가 새삼 고개를 끄덕이게 한다.이 소식이 더 큰 울림을 주는 이유는 따로 있다. 중국 회사에 넘어가게 된 금호타이어 사례와 너무 많이 비교되기 때문이다. 컨소시엄 구성을 놓고 채권단과 줄다리기를 벌이던 박삼구 금호아시아나 회장은 최근 우선매수권 행사를 포기했다. 이로써 중국 더블스타의 금호타이어 인수가 거의 확정됐다. 앞서 이 회사는 채권단으로부터 지분 42.01%를 9천550억 원에 사들이는 계약을 맺었다. 더블스타는 트럭용 등 특수타이어 전문기업으로 규모에서 금호타이어의 4분의 1도 안 된다. 반면 금호타이어는 국내 유일의 항공기 타이어 생산업체이자 방산업체이다. 물론 기술력도 더블스타보다 훨씬 앞선다. 더블스타가 금호타이어 인수에 나설 수 있었던 것은 컨소시엄을 통한 자금 확보가 가능했기 때문이다. 반면 박 회장 측은 채권단의 불허로 컨소시엄을 구성할 수 없었다. 금호타이어가 더블스타에 넘어가면 '제2의 쌍용차 사태'가 빚어지는 것 아니냐는 우려가 적지 않다. 2004년 쌍용차를 인수한 중국 상하이 자동차그룹은 핵심 SUV(스포츠유틸리티 차량) 기술을 빼돌린 뒤 2009년 법정관리를 신청해 직원 2천646명을 구조조정했다. 국내 2위인 금호타이어는 2009년 기업개선작업(워크아웃)에 들어가 2014년 말 졸업했다. 산업은행 등 채권단은 2010년 박 회장 등에게 우선매수권을 부여했다. 그런데 당시 양측이 맺은 약정을 놓고 의견이 엇갈린다. 채권단은 우선매수권의 '제3자 양도'가 불가능하다는 입장이다. 반면, 박 회장 측은 '채권단의 서면 동의'가 있으면 가능한 것 아니냐며 맞서왔다. 채권단이 박 회장 측에 컨소시엄을 허용하지 않은 것은 원칙과 관행에 충실히 따른 결과이다. 하지만 국가 기술 유출과 국내 연관산업 타격 등을 고려해, 좀 더 유연하게 판단할 여지는 없었는지 아쉽다. 많은 여건이 다르겠지만 이번 도시바 사례는 한번 깊숙이 들여다볼 필요가 있다. 금호타이어는 이미 되돌리기 어려운 상황일지 모른다. 하지만 다음번에는 더 나은 판단을 내릴 수도 있다.최신 유행 트렌드 총집결 #흥(클릭!)"
"[사설]경제개혁 못 한 기존 정당에 등돌린 佛 대선의 교훈","서울경제","[서울경제] 23일(현지시간) 치러진 프랑스 대선에서 좌우 진영을 대표하는 양대 정당 후보들이 모두 탈락했다. 1차 투표 결과 공화당의 프랑수아 피용, 집권 사회당의 브누아 아몽 후보가 결선 진출에 실패한 것이다. 2주 뒤의 결승전은 중도신당의 에마뉘엘 마크롱 후보와 극우정당의 마린 르펜 후보가 치르게 됐다. 프랑스 대선에서 사회·공화당 후보가 결선 진출자를 내지 못한 것은 결선투표가 도입된 지난 1958년 이후 처음이다.  정계의 ‘이단아’라고 할 수 있는 정당들에 기존 정당이 밀린 이유를 두고 해석이 분분하다. 한 가지 분명한 점은 기존 정당에 염증을 느낀 프랑스 국민들이 변화를 선택했다는 것이다. 영국 가디언지는 “기존 정치체제와 전통적 기득권에 대한 반감 표출”이라는 분석을 내놓았다. 프랑스 유권자들은 왜 변화를 갈망했을까. 기존 정당들이 국민들이 바라는 개혁을 외면했기 때문이다. 지난 수십년간 사회·공화당이 번갈아가며 정권을 잡았지만 개혁다운 개혁 사례를 찾아보기 힘들다. 연금개혁과 노동 등 경제개혁은 1990년대 중반 자크 시라크 대통령 정권 이후 시도조차 되지 않았다.   경제활력이 떨어지니 성장률이 바닥을 길 수밖에 없다. 프랑스 경제성장률은 2012년 이후 0~1% 초반에 머물고 있다. 지난해는 1.1%에 그쳤고 청년 실업률은 25%에 달할 정도로 심각하다. 앙겔라 메르켈 총리의 리더십 아래 유럽 맹주로 우뚝 선 독일에 비하면 초라한 수준이다. 자존심 세기로 유명한 프랑스 국민들로서는 화가 날 법하다. 먹고 사는 문제와 직결된 경제개혁을 등한시한 정당을 어느 나라 국민이 좋아하겠는가.   규제 완화와 법인세 인하 등을 공약한 마크롱 후보가 예선 1위를 차지한 것은 그래서 의미심장하다. 기득권에 안주하지 않고 경제 살리기에 올인할 후보를 프랑스 유권자들이 선택한 것이다. 우리 국민들의 심정도 이와 다르지 않다는 사실을 대선주자들은 명심할 필요가 있다. [서울경제 바로가기]'장미전쟁'의 승자는...5월 대선 실황중계 [바로가기]서울경제의 모든 연재물!... 서경Cube [바로가기▶]저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
"[만파식적] 안티 드론","서울경제","[서울경제] 얼마 전 검독수리가 상공을 떠도는 드론(소형무인기)을 날카로운 두 발톱으로 낚아채 지상에 떨어뜨리는 장면을 TV에서 본 적이 있다. 프랑스 공군이 새끼 독수리에게 드론을 먹잇감으로 인식하도록 특수 훈련을 시켜 드론 퇴치에 활용한다는 것이었다. 독수리는 드론에 다치지 않도록 발가락에 보호대까지 장착하고 있었는데 마치 응사의 팔에서 날아오른 매가 순식간에 사냥감을 포획하는 우리의 오랜 매사냥을 연상하게 만들었다. 드론 대중화 시대가 열리면서 각국마다 안전성 관리에 골머리를 앓고 있다. 기기 고장에 따른 낙하나 충돌 사고는 물론 테러나 범죄 집단에 이용될 가능성도 갈수록 커지고 있기 때문이다. 몇 해 전 미국 백악관 건물에 드론이 충돌한 사건이나 일본 총리공관에서 방사능 드론이 발견된 것은 대표적 사례다. 선진국들은 이미 군과 경찰에 드론 전담팀을 창설하고 주요 행사 때마다 드론 테러 대책을 본격적으로 가동하고 있을 정도다. 우리만 해도 북한이 어선 등에서 드론을 이용해 화학무기를 공격하는 최악의 사태도 배제할 수 없다고 한다. 드론을 감시하고 차단하는 ‘안티 드론(Anti-drone)’ 기술 가운데 독수리 사냥이 자연 친화적인 방법이라면 전파 방해 장치인 재머(jammer)를 이용하거나 다른 드론을 통해 불법 드론에 그물을 던져 포획하는 공중전 시스템도 관심을 끌고 있다. 최근에는 강력한 고주파를 발사해 드론의 회로를 태워버려 추락시키거나 지상에서 기체의 위치정보를 파악해 비행경로를 인위적으로 바꾸는 방식도 상용화 단계에 이르고 있다. 안티 드론 기술이 잇따라 개발되면서 관련 시장도 급팽창하고 있다는 소식이다. 흥미로운 것은 록히드마틴이나 보잉·에어버스 등 거대 항공기 제작업체들이 안티 드론 기술 개발에 남다른 정성을 쏟고 있다는 사실이다. 신생 기업과 전통 강자가 벌이는 창과 방패의 싸움인 셈이다. 문명의 이기가 인류에게 행복을 가져다주도록 혁신의 씨앗은 키우면서 악용을 막는 제도적 틀이 절실한 시점이다. /정상범 논설위원[서울경제 바로가기]'장미전쟁'의 승자는...5월 대선 실황중계 [바로가기]서울경제의 모든 연재물!... 서경Cube [바로가기▶]저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지"
" [김주대 시인의 붓] 힘찬 슬픔 ","한겨레","[한겨레] 미세먼지 해를 가린 뻑뻑한 허공을 저으며 줄지어 날아가는 새의 가족. 홀아비가 된 시인 형들과, 내가 낳은 가난한 아이들도 거기, 함께 날아간다. 나도 날아간다. 저토록 힘찬 슬픔이라니. 끈도 없이 서로를 놓치지 않는구나.   ▶ 한겨레 절친이 되어 주세요! [신문구독] [주주신청][▶ 대선 팩트체크] [페이스북] [카카오톡] [정치BAR][ⓒ한겨레신문 : 무단전재 및 재배포 금지]"
" [시론] 지방에 간호사가 부족한 이유 / 이상윤 ","한겨레","[한겨레]   이상윤    연구공동체 건강과대안 책임연구위원, 직업환경의학 전문의   가족 중 병원에 입원해야 하는 환자가 생기면 가장 큰 걱정거리는 간병이다. 간병 문제를 해결하고자 정부가 추진한 정책이 간호간병통합서비스다. 병원 간호사와 간호보조인력이 간호뿐 아니라 간병까지 제공해 보호자나 별도의 간병인이 병원에 상주할 필요가 없도록 만든다는 것이다. 2015년 메르스 유행 사태를 겪으며 병원 감염 예방 차원에서도 꼭 필요한 정책이라는 사회적 공감대를 형성했다.  광범위한 사회적 공감과 지지 속에 시행되던 간호간병통합서비스 확산에 빨간불이 켜졌다. 현재 전체 병상의 8% 수준으로 시행되고 있는 간호간병통합서비스를 확대하려면 병원이 간호사 등 인력을 추가 고용해야 하는데, 지방 중소병원들은 고용하고 싶어도 고용할 간호사가 없다는 게 주된 이유다. 매년 간호대학을 졸업하고 새롭게 간호사 면허를 따는 사람이 1만7천명에 달하고, 간호사 면허를 가지고 있는 이들도 32만명에 달하는데, 왜 지방 중소병원은 간호사를 뽑지 못하는 것일까?  신규 간호사들은 대부분 수도권 대형병원으로 취직한다. 그런데 대부분 취업하고 얼마 되지 않아 그만둔다. 일이 너무 힘들어서 출산·육아 등의 문제로 일-가정 양립이 어렵기 때문이다. 간호사들은 왜 지방 중소병원에 안 가는 것일까? 임금 차이가 많이 나서다. 지방 중소병원에 견줘 수도권 대형병원 간호사의 임금 수준은 최대 2배에 달한다. 다른 일자리에 남녀 임금 격차, 정규직-비정규직 임금 격차 문제가 있다면, 간호사 일자리에는 지역별, 병원 규모별 임금 격차 문제가 존재한다.  간호사 노동시장 이중구조가 심화된 까닭은 정부가 잘못된 정책을 펴서다. 정부는 간호사 수급 문제를 간호대학 졸업정원 확대 등 간호사 면허자 수를 늘려 해결하려 했다. 이러한 정책은 유휴 간호사 수만 늘렸지 병원에서 실제 근무하는 간호사는 늘리지 못했다. 늘어나는 수에 견줘 그만두는 간호사 수가 더 많았다. 간호사 노동시장 이중구조 개선을 위해 임금 격차를 해소하고 노동조건을 개선하는 정책을 펴야 한다. 동일노동 동일임금 실현을 위해 간호사 임금 가이드라인을 설정하고, 공공병원을 중심으로 간호사 인건비에 공공재정을 투여할 근거를 마련해야 한다. 간호사 노동시간을 단축하고 그 시간에 재충전, 경력 축적, 재교육이 이루어질 수 있도록 해야 한다. 그래야 간호사 이직률이 낮아지고 지역별, 병원 규모별 간호사 인력 수준 차이가 개선된다.  간호사 일자리가 뭐 그리 중요하다고 정부 재정까지 투여하는 특별 대책이 필요할까 생각하는 이들이 있다면, 한 사회에서 의료서비스가 가지는 특수성과 중요성을 고려할 필요가 있다. 간호사 인력 수준은 환자 안전 및 의료서비스 질을 결정하는 가장 중요한 요인이다. 그간 한국 의료가 외형적 성장에 몰두했다면 이제는 질적 성숙으로 나아가야 한다. 간호인력 문제를 해결하지 않고서 한국 의료의 질적 도약을 이루기는 힘들다.  일자리 정책 측면에서 보더라도 장기 불황기에 보건의료 및 사회서비스 일자리는 상대적으로 양질의 일자리 확충 여력이 존재한다. 실제 2008~2009년 경제위기에 경제협력개발기구(OECD) 국가 대부분에서 전체 일자리는 줄었어도 보건의료 일자리는 오히려 늘었다. 정부가 보건의료 노동시장에 적극 개입했기 때문이다. 보건의료 일자리 확충은 여성의 일자리와 사회참여를 늘린다는 점에서 경제 선순환 구조를 만들기도 한다. 더 이상 논의만 할 상황이 아니다. 의지를 가지고 정책을 추진해야 한다. ▶ 한겨레 절친이 되어 주세요! [신문구독] [주주신청][▶ 대선 팩트체크] [페이스북] [카카오톡] [정치BAR][ⓒ한겨레신문 : 무단전재 및 재배포 금지]"
"[사설] 탈(脫)석탄ㆍ원전 방향은 맞으나 구체적 실천방안 없어","한국일보","5ㆍ9 대선 주요 후보들이 미세먼지 절감을 위해 석탄화력발전 비중 축소를 공약하면서 당진석탄발전의 운명이 주목된다(본보 24일자 10면). 산업통상자원부는 충남 당진에 석탄화력발전소 2기 건설을 추진 중이다. 지난 3일 관련위원회 의결을 거쳐 장관 승인만 남긴 상태다. 안철수 국민의당 후보는 “당진석탄발전 승인을 취소하겠다”고 직접 공약했고, 문재인 더불어민주당 후보도 공정률 10% 미만인 석탄발전소 9기에 대한 원점 재검토를 다짐했다.충남지역 발전소에서 나오는 대기오염물질이 수도권 미세먼지에 미치는 영향은 20%를 넘는다. 충남 서천과 보령, 당진, 태안 등 4곳에 전국 석탄화력발전시설(59기)의 절반 가까운 29기(49%)가 몰려 있기 때문이다. 산업부는 미세먼지가 날로 심각해지자 지난해 노후 석탄발전소 10기를 단계적으로 폐쇄하겠다는 대책을 내놓았지만, 2029년까지 석탄발전소 20기를 신설한다는 계획은 그대로 추진 중이다. 보름 뒤 출범하는 새 정부는 미세먼지를 획기적으로 줄이는 방향으로 중장기 에너지 정책의 청사진을 마련해야 한다. 대선 후보들은 미세먼지 해소를 위해 석탄발전 비중을 단계적으로 줄이고 원전 건설을 유보하는 등 강도 높은 탈(脫)석탄ㆍ원전 대책을 내놓았다. 경제협력개발기구(OECD)에 따르면 우리나라의 대기오염 원인 사망 추정자는 2010년 인구 100만명당 359명에서 2060년 1,109명으로 3.5배 급증할 전망이다. OECD 1위다. 미세먼지는 속히 해결해야 할 국가적 과제다. 지금처럼 석탄발전 위주의 에너지 정책을 고수한다면 최악의 대기오염을 피하기 어렵다. 더욱이 우리나라는 파리기후협정에 따라 2030년까지 온실가스를 배출전망치 대비 37% 줄여야 한다. 원전 역시 사고 위험성과 핵폐기물 처리 문제 등으로 활용 제한이 불가피하다.따라서 대선 후보들이 석탄과 원전 비중을 축소하고 천연가스와 신재생에너지 중심으로 에너지 수급의 패러다임을 바꾸겠다는 다짐은 일단 바람직하다. 국민 건강을 위해서도 장기적으로 가야 할 방향임에 틀림없다. 문제는 속도와 비용이다. 국내 전체 발전량 중 석탄과 원전 비중은 70%나 된다. 공약대로라면 전력 수급에 차질이 불가피하다. 더욱이 친환경 발전에는 엄청난 재원이 들어간다. 액화천연가스(LNG) 발전 원가는 석탄ㆍ원전을 2배 이상 웃돈다. 석탄화력발전소 4기를 LNG로 대체하면 전기요금을 10% 이상 올려야 한다. 이러니 후보들이 장밋빛 목표와 함께 실천 로드맵을 제시해 마땅하다.▶한국일보 [페이스북] [카카오 친구맺기]▶자동차의 모든 것! [모클][ⓒ 한국일보(hankookilbo.com), 무단 전재 및 재배포 금지]"
" [세상 읽기] 아직 아무것도 포기하지 않았다 / 홍은전 ","한겨레","[한겨레]   홍은전    작가, 노들장애인야학 교사   스물넷에 뇌출혈로 우측 편마비와 언어장애를 입은 송국현은 스물아홉에 꽃동네에 들어가 24년을 살았다. 2012년 그가 장애등급심사를 받기 위해 병원을 찾았을 때 의사가 물었다. 50미터 이상 걸을 수 있습니까. 송국현이 목울대에 잔뜩 힘을 주어 대답했다. 웅. 혼자 밥을 먹을 수 있습니까. 웅. 그것은 그의 자부심이었다. 그는 장애 3급 판정을 받았다. 동료들은 남의 손을 빌리지 않아도 되는 그를 부러워했다. 수년간 탈시설을 준비하던 그의 동료가 막상 나갈 날짜를 받아놓고는 마음을 뒤집었을 때 송국현이 그 기회를 잡을 수 있었던 것도 그가 경증 장애인이기 때문이었다. 2013년 10월 송국현은 꽃동네를 나와 서울로 왔다.  예상은 빗나갔다. 그는 혼자서 밥을 먹을 수 있었지만 밥을 할 수는 없었다. 10분이면 통과하는 거리를 한 시간 동안 걸었다. 작은 계단도 힘겨워했고 사람들과 부딪쳐 넘어지기 일쑤였다. 글을 몰라 지하철 노선도를 읽지 못했고 말을 하지 못했으므로 길을 묻지 못했다. 먹고 자고 기도하는 일만 반복되는 그곳과 달리 이곳은 세탁기를 돌려야 옷을 갈아입을 수 있고 가스불을 켜야 밥을 먹을 수 있으며 은행에서 돈을 찾아야 생필품을 살 수 있는 세상이었다. 그는 전적으로 활동보조인의 도움이 필요했지만, 활동보조서비스는 1, 2급의 중증장애인만 신청할 수 있었다. 등급을 조정해야 했다.  50미터 이상 걸을 수 있습니까. 송국현이 힘껏 손을 저으며 대답했다. 아니. 그는 횡단보도 하나 건널 수 없었다. 혼자 밥을 먹을 수 있습니까. 아니. 그는 매 끼니를 걱정했다. 한달 만에 그는 정말 아무것도 할 수 없는 사람이 되어 있었다. 활동가들이 돌아가며 지원했지만 그들이 언제 사라질지 몰라 송국현은 두려움에 떨었다. 우울과 불안 증상이 시작되었다. 환청과 환시에 시달렸고, 불면의 고통을 견디지 못하고 자해를 했다. 활동가들의 옷자락을 붙잡고 하루에도 수십번씩 물었다. 오늘 밥은 어떻게 해? 잠은 누구랑 자? 수면제를 너무 많이 먹은 날은 죽은 듯이 긴긴 잠을 잤다. 하루하루가 살얼음판이었다.  3개월이나 걸려 받은 등급은 또다시 3급이었다. 의사의 질문에 대한 그의 대답은 숫자로 환산되었는데, 그 값을 모두 합치면 ‘대부분의 일상생활을 타인의 도움 없이 수행할 수 있는 사람’이 된다고 했다. 그의 장애는 2년 전에 비해 특별히 악화되지 않았으므로 등급을 조정할 수 없다고 했다. 변한 건 송국현의 장애가 아니라 그의 환경이었으나 등급심사센터의 입장은 변하지 않았다. 구청 장애인복지과에 긴급 지원을 요청했으나 그마저도 3급에겐 지원할 수 없다고 했다. 2014년 4월10일. 송국현은 장애등급제에 항의하기 위해 등급심사센터를 찾아갔으나 경찰에 가로막혀 문전박대를 당하고 돌아섰다. 3일 후 혼자 있던 그의 집에 불이 났고 4일 후 그는 죽었다.  ‘장애등급제 희생자’라고 그를 부르는 것이 영 마뜩잖은 이유는, 그 추상적인 것이 송국현을 죽음으로 몰고 간 구체적인 사람들, 의사와 등급 심사관, 사회복지 공무원과 경찰, 그리고 시설의 얼굴을 지워버리기 때문이다. 그러나 또한 송국현의 영정을 붙들지 않는다면 어떻게 이 보이지 않는 거대한 유령과 맞서 싸울 수 있을까. 박근혜는 장애등급제를 폐지하겠다던 약속을 헌신짝 버리듯 내팽개쳤고 그의 죽음에 대해 아무도 사과하지 않았다. 그리고 아직 아무것도 포기하지 않은 사람들의 농성이 광화문에서 1709일째 이어지고 있다. ▶ 한겨레 절친이 되어 주세요! [신문구독] [주주신청][▶ 대선 팩트체크] [페이스북] [카카오톡] [정치BAR][ⓒ한겨레신문 : 무단전재 및 재배포 금지]"
" [왜냐면] 지극히 명백하고 당연한 견제와 균형 / 강일구 ","한겨레","[한겨레] 강일구    경찰관(경정)   저는 23년째 경찰관으로, 15년 이상 ‘수사’라는 일을 했습니다.  경찰에서 ‘수사’를 하면서 ‘우리나라는 잘못을 해도 처벌받지 않을 수 있는 사람이 있는 나라’라는 생각을 할 때가 있었는데, 수사에 검사가 관련될 때 그랬습니다. 검사 관련 수사는 언제나 직을 걸어야 했고, 외압과 눈총을 이겨내야 했고, 끝나고 나면 늘 불이익이 따랐지만, 결국 검사는 늘 대체로 멀쩡했습니다. ‘범죄를 저지른 사람은 누구나 수사를 받고 처벌을 받아야 한다’는 지극히 당연한 진리가 우리나라에서는 ‘검사’를 빼고 얘기할 때 맞는 것 아닌가 하는 생각까지 들곤 했습니다. 왜 그럴까요? ‘수사권’과 ‘영장청구권’이 몽땅 다 ‘검사’에게만 있으니 그럴 수밖에 없습니다.  기자도, 경찰도, 국회의원도, 대통령도, 대기업 회장도 법을 어기면 검찰이 잡아갑니다. 하지만 ‘검사’는 검사 외에는 잡아갈 사람(기관)이 없습니다. ‘검사’ 외에는 아무도 ‘검사’를 수사할 수 없고, 그 사무실을 뒤질 수도 없습니다. 검찰 청사 압수수색 했다는 얘기 들어 보셨습니까? 저는 없습니다. 그러니 검사는 거의 형사처벌 받을 일이 없어서, 형사처벌 받은 검사로 열 손가락을 채우는 것이 저는 쉽지 않습니다. 오직 검사에게만 ‘수사권’과 ‘영장청구권’이 있기 때문입니다.  검사님들 출입했다는 골프장이나 검사 출신 변호사 사무실 등에 대한 압수수색 영장은 유독 경찰 수사가 왜 그렇게 부실한지 법원까지 가기 어렵습니다. 영장이 법원까지 가려면 어떻게든 검사 관련된 기미를 감춰야 합니다. 검사가 차명 계좌로 금품을 수수하였다는 정황이 나오면 특별한 검사를 임명하여 경찰의 사건을 가로채고, 높은 검사를 수사하였다는 이유로 담당 경찰관을 수사할 수 없는 곳으로 내쫓기도 합니다. 검찰 간부님들이 특별수사팀 꾸려진 뒤 조사 대상자와 그렇게들 통화를 하셨는데 아무 문제될 것이 없고, 난리가 나서 장차관, 대통령, 다 구속되어도 그 대상자 한 분은 아직 밖에 계십니다. 그냥 두면 앞으로도 이런 일들이 계속 일어날 것인데 ‘수사권’과 ‘영장청구권’은 여전히 검사에게만 있어야 하는 것일까요?  ‘수사권’, ‘영장청구권’은 무섭고 막강한 권한입니다. 범죄를 저질렀다고 의심할 만한 이유가 있으면 사람의 주거나 사무실을 수색하여 물건을 압수할 수 있고, 불러다, 잡아다 조사할 수 있으며, 일정 기간 가두어 둘 수도 있습니다. 수사한다는 것만으로 특정인을 사회적으로 매장시킬 수 있습니다. 국가에 부여된 권한 중 이보다 더 ‘무섭고 막강한’ 권한은 없습니다. 그런데 이렇게 무섭고 막강한 권한이 단 한 개의 기관, ‘검찰(검사)’에만 있습니다.  권한의 독점은 필연적으로 부패와 불공정을 낳습니다. 그 권한이 ‘무섭고 막강할수록’ 부패와 불공정은 심화됩니다. ‘검사’가 독점하고 있는 ‘수사권’과 ‘영장청구권’을 복수의 국가 기관에 분산하는 것은 지극히 명백하고 당연한 ‘견제와 균형의 원리’입니다. 누가 인권옹호 기관이냐, 누가 수사를 잘하느냐, 누가 덜 부패했느냐 등을 먼저 따질 일이 아닙니다. 일단 그렇게 해놓고 봐야 할 일입니다. ‘수사권’, ‘영장청구권’을 검찰 외의 국가 기관에 분산함으로써 혹시 생길 수 있는 부작용은, 그것을 특정 기관으로 하여금 독점케 하였기 때문에 지금 우리가 목도하고 있는 거대한 불공정과 부패에 비하면 아무것도 아닙니다. 지금 우리나라는 ‘검사’에 대해 이런 글을 쓰는 것이 겁나고 망설여지는 나라입니다. 그렇지 않아야 그게 정상입니다. ▶ 한겨레 절친이 되어 주세요! [신문구독] [주주신청][▶ 대선 팩트체크] [페이스북] [카카오톡] [정치BAR][ⓒ한겨레신문 : 무단전재 및 재배포 금지]"
"[한경에세이] 여행자 통관 혁신","한국경제","천홍욱 < 관세청장 chunhu@customs.go.kr >5월 연휴가 다가왔다. 부처님오신날과 어린이날, 주말 등 징검다리 휴일로 직장인은 ‘황금연휴’를 즐기게 된다. 가정의 달인 만큼 모처럼 가족과 시간을 보낼 좋은 기회다.연휴가 길어질수록 바빠지는 곳이 공항 세관이다. 매년 여름휴가나 명절연휴가 지나고 나면 여행자 통관을 담당하는 세관 직원은 파김치가 되곤 한다. 여행객이 크게 늘어나는 것은 물론 세금을 놓고 불만을 터뜨리는 여행객을 상대하는 일도 늘어나기 때문이다.연휴 때면 세관에서는 해외여행객에게 휴대품 자진신고를 당부한다. 2014년 여행자 휴대품 면세한도가 400달러에서 600달러로 오르면서 면세범위 초과 물품을 성실하게 신고한 여행자에게 세금 30%(15만원 한도)를 감면해준다. 신고하지 않고 적발되면 물품 압수뿐 아니라 관세사범으로 법적 처벌을 받을 수 있다.이런 점을 여행객에게 미리 알리고 주의를 당부하지만 지켜지지 않는 경우가 종종 있다. 다음달 연휴 기간 해외여행을 떠나는 사람이 100만명에 이를 것이라 한다. 포화 상태에 이른 인천공항에서 세관 업무 탓에 입출국에 불편이 있을지도 모르겠다.이런 불편은 곧 사라질 것으로 기대된다. 올해 말 인천공항에 제2여객터미널이 문을 연다. 여행객 연 7200만명의 입출국을 처리할 수 있다. 명실상부 세계 허브공항으로 자리잡을 전망이다.세관에서도 여기에 맞춰 여행자 통관체제 혁신을 위한 다양한 준비를 하고 있다. 세계공항협회(ACI) 세관 만족도 평가에서 11년 연속 1위를 차지만 만큼 한층 더 개선된 여행자 통관 서비스를 제공할 예정이다.관세청은 연말 도입을 목표로 모바일 휴대품전자신고제를 추진한다. 미국에 이어 두 번째다. 내국인은 모바일 앱으로 휴대품을 신고하면 도착 후 바로 공항을 통과할 수 있다. 통관정보 알리미 앱과 세금납부 안내 해피콜 등 여행자 맞춤형 서비스도 확대한다.외국인으로 구성된 통관도우미(그린캡) 서비스도 늘린다. 면세품 인도체계도 개편해 신속·편리한 쇼핑과 입출국 서비스를 제공할 계획이다. 과거 적발정보와 승객 예약정보, 테러 관련 정보 등 빅데이터로 우범 여행자를 집중 선별해 관리하는 빈틈없는 관세국경 관리는 기본이다.이번 연휴에도 관세청은 휴대품 면세범위 초과 물품을 집중 단속한다. 휴대품 검사 비율을 평소보다 30%가량 높인다. 면세한도 준수나 휴대품 자진신고 등 여행객의 성숙한 의식도 함께 요구되는 시점이다.천홍욱 < 관세청장 chunhu@customs.go.kr >[한경닷컴 바로가기] [스내커] [모바일한경 구독신청] ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지"
" [렌즈세상] 봄봄 / 유양수 ","한겨레","[한겨레] 춘천의 혹독한 추위를 잘 견뎌내면서 기다리던 봄이 마침내 개나리, 진달래를 예쁘게 활짝 피웠습니다. 모든 국민이 여유로운 웃음을 찾는 따뜻한 봄이 되었으면 좋겠습니다. 유양수/춘천시 춘천로   ▶ 한겨레 절친이 되어 주세요! [신문구독] [주주신청][▶ 대선 팩트체크] [페이스북] [카카오톡] [정치BAR][ⓒ한겨레신문 : 무단전재 및 재배포 금지]"
