"title","press","body"
"[사설] 전술핵 배치 둘러싼 유승민-심상정 논쟁, 劉가 옳다","매일경제","대선 후보들의 지난 25일 TV토론회에서 북핵 위협에 대응하기 위한 전술핵 배치를 놓고 보수 진영과 진보 진영 간의 의견 차이가 확연했다. 특히 바른정당 유승민 후보와 정의당 심상정 후보 간의 설전이 뜨거웠다. 유 후보는 ""북한의 핵과 미사일 위협에 할 수 있는 건 먼저 막는 것이고 이에 실패했을 때는 미국이 핵보복 공격을 하도록 하는 것""이라며 북한이 핵공격을 했을 때 전술핵 자산을 갖고 있음으로써 그들도 보복당할 수 있다는 두려움을 갖게 해야 한다는 논리를 폈다. 이에 대해 심 후보는 한국이 미국의 핵우산 아래에 있기 때문에 전술핵 재배치는 필요 없다며 한미 동맹을 비핵화 동맹이라고 규정하면서 전술핵 배치 반대 입장을 분명히 했다.전술핵은 장거리미사일에 실어 쏘는 전략핵과 달리 야포와 단거리 미사일로 발사할 수 있는 핵탄두 혹은 핵지뢰나 핵배낭 등 근거리에서 사용할 수 있는 무기다. 주한미군에 한때 배치됐다가 철수했고 한반도 비핵화 선언 이후엔 필요시 미군에서 보유 중인 핵자산을 이동시키는 방식으로 바꿨다. 하지만 북한의 노골적인 핵 개발 이후 북한과 우리와의 전략적 비대칭 구조를 해소하기 위한 대응카드로서 전술핵 재배치가 불거지고 있는 것이다. 핵무기가 갖고 있는 치명적인 위력 때문에 적대적 관계에 있는 양측이 각각 핵을 보유함으로써 상호확증파괴(MAD) 전략을 택할 수밖에 없다는 논리다.매일경제는 지난달 낸 안보보고서를 통해 한반도의 안보 위기는 북한의 핵과 미사일 능력 고도화로 인한 일방적 군사력 우위에서 왔다고 진단했다. 이를 타개하려면 북한에 우리를 공격하는 순간 공멸할 수 있다는 공포를 갖게 해야 한다. 우리가 취할 수 있는 다양한 옵션을 테이블에 올려놓고 적극 검토하고 실행하기 위한 구체적인 방안을 세워야 한다. 국가 안보를 위해서라면 그동안 금기시했던 성역이라도 깨뜨릴 필요가 있다. 핵 개발 잠재력을 확보하기 위해 한미원자력협정 개정을 추진하고 탄도미사일 사거리 제한도 풀기 위한 협의에 나서야 한다. 전술핵 재배치는 단기적으로 실행할 수 있는 구체적인 카드 가운데 하나다. 막가파식으로 핵과 미사일 도발에 나서는 북한에 '공포의 균형' 방식으로 맞서려면 전술핵 배치라는 유 후보의 주장이 현실적으로 타당하다.[매일경제 공식 페이스북] [오늘의 인기뉴스] [매경 프리미엄][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
"[사설] 사드 장비 반입, 굳이 한밤중에 군사작전하듯 해야 했나","매일신문","[매일신문] 사드(THAAD`고고도미사일방어체계) 관련 장비가 26일 성주골프장에 한밤중에 전격적으로 반입된 것은 매우 유감스러운 일이다. 그 와중에 반대 시위를 벌이던 주민 10여 명이 다치는 안타까운 사건도 있었다. 정부와 군 당국이 사드 장비를 반입하더라도 정상적이고 당당한 방식으로 했더라면 좋았을 터인데, 군사작전을 방불케 하듯 8천 명의 경찰병력을 동원해 반입한 것은 그리 잘했다고 보기 어렵다. 정부와 군 당국이 사드 관련 장비를 몰래 반입할 것이라는 소문은 일찌감치 나돌았다. 정부가 이달 초 사드 배치 대가로 성주에 대한 주민지원책을 이미 내놓은데다, 군사보호구역 지정, 주한미군과의 부지공여 협정 등 행정절차를 차곡차곡 진행한 상태여서 사드 배치가 임박한 듯 보였다.   그렇지만, 시위대가 성주골프장으로 향하는 도로를 막고 있는데다, 대통령 선거를 코앞에 둔 시점에 정부와 군당국이 이런 무리수를 쓰면서 강행하리라고 예상한 이는 거의 없었다. 정부와 군 당국이 이렇게 서두른 것은 차기 대통령의 의사와 관계없이 사드 배치를 되돌릴 수 없도록 하기 위해서인 것으로 보인다.  미군이 성주골프장에 반입한 장비는 차량형 이동식 발사대 2대, 사격통제 레이더, 교전통제소 등 트럭 20대 분량이니 사드 1개 포대 장비 상당 부분이 반입된 셈이다. 여기에 시설공사만 하면 실질적으로 사드 배치가 완료된 것이나 마찬가지다. 성주골프장은 주한미군에 부지를 공여한 곳이어서 정부 차원에서 미국과 협상을 새로 하면 모를까, 시위대나 주민들이 더는 어찌할 수 없는 상황이다.사드 배치는 어느 정도 되돌릴 수 없는 일이 됐다. 이제는 정부가 앞장서 주민 갈등을 해소하기 위해 노력해야 할 때다. 정부가 이달 초 성주군에 약속한 사업비 1조3천억원 규모의 주민 지원 약속을 철저하게 지켜야 한다. 김천지역 주민들에 대한 지원책도 함께 마련해야 두 지역 간 갈등도 없어질 것이다. 현 정부의 약속을 차기 정부가 지키는 것이 무엇보다 중요하다. 차기 정부는 두 지역 주민들이 1년 가까이 사드 배치를 놓고 엄청난 고통을 겪어왔다는 사실을 잊어서는 안 될 것이다.ⓒ매일신문 - www.imaeil.com"
"[차재원 새論 새評] 유승민과 ‘소명으로서의 정치’","매일신문","부산대 졸업. 영국 엑시터 대학 국제학 석사. 전 국제신문 서울정치부장. 정의화 국회부의장 비서실장[차재원 부산가톨릭대 교수] ‘나는 왜 정치를 하는가’ 책 발간대선 과정 보수개혁 도전장 던져바른정당은 후보 중도사퇴 요구유 후보, 정치 소명 다할지 관심지난달 초 유승민 바른정당 후보(이하 존칭 생략)가 정치 에세이를 펴냈다. 자신의 정치 행보에 대한 소감을 밝히는 글쓰기는 정치 입문 18년 만에 처음. “말과 글은 자신을 드러내는 일이다. 특히 자신에 대한 글을 쓴다는 것은 그래서 두려운 일이다.”(프롤로그) 그럼에도 세간의 시선을 모으기에 충분했다. 정작 주목되는 것은 책의 제목이었다. ‘나는 왜 정치를 하는가.’ 이 말은 유승민 정치를 읽어내는 핵심 키워드이다. 실제 이 질문을 공개적으로 던질 때마다 그 자신은 정치적 격동에 휘말려야 했다. 덩달아 한국 정치도 요동쳤다. 지난 2015년 4월 8일 유승민은 새누리당 원내대표로 국회 연설에 나섰다. 먼저 대통령이 주장한 ‘증세 없는 복지’를 “허구임이 입증되고 있다”고 직격했다. 대안으로 ‘중부담-중복지’를 제시한 뒤 증세 방침을 시사했다. “가진 자가 더 많은 세금을 낸다는 원칙, 법인세도 성역이 될 수 없다는 원칙 등을 고려해 세금에 대한 합의를 이끌어내야 한다.” 당을 친서민으로 분명히 ‘좌클릭’하겠다는 입장도 밝혔다. “우리 당은 가진 자, 기득권 세력, 재벌`대기업 편이 아니라 고통받는 서민`중산층 편에 서겠다.” 여당 의석에서 웅성거림이 커질 때쯤 유승민의 목소리가 정점을 쳤다. “‘나는 왜 정치를 하는가’ 저는 매일 이 질문을 저 자신에게 던진다. 저는 고통받는 국민의 편에 서서 용감한 개혁을 하고 싶었다.” 그의 말이 끝나자 야당 의석에서 환호와 박수가 터져 나왔다. 그러나 당청의 반응은 싸늘했다. 당 대표는 “당의 방침이 아니다”고 일축했다. 청와대 역시 “개인 소신”이라고 폄하했다. 이렇게 시작된 유승민과 대통령의 갈등은 사상 초유의 여당 원내대표 ‘찍어내기’로 치달았다. 하지만 쫓겨나면서도 그는 오히려 당당히 말했다. “저의 정치생명을 걸고, ‘대한민국은 민주공화국’임을 천명한 우리 헌법 제1조 1항의 지엄한 가치를 지키고 싶었다.” 이 말이 ‘매일 스스로에게 던지는’ 질문에 대한 답변이라는 점을 분명히 했다. 그 파장은 크고 깊었다. 지난해 말 촛불이 불타오를 때 ‘대한민국은 민주공화국’이란 구호가 광장을 덮었다.앞서 지난해 총선 때 대통령에게 ‘배신자’로 찍힌 유승민은 결국 공천에서 탈락했다. 탈당 기자회견에서도 자신의 정치 키워드를 다시 언급했다. “마지막까지 고민했던 건, 저의 오랜 질문 ‘나는 왜 정치를 하는가’였다.” 이어 정치하는 이유를 다시 되뇌었다. ‘따뜻한 보수, 정의로운 보수’였다. 유승민의 도전은 파란을 일으켰다. ‘보수 안방’ 대구에서 그를 포함, 무소속 3명에 민주당 1명이 당선됐다. 친정 새누리당은 과반 의석은커녕 원내 2당 신세로 추락했다. 따지고 보면, 조기 대선 국면에서 유승민이 자신의 정치 키워드를 제목으로 단 에세이를 낸 의도는 분명해 보인다. ‘보수 개혁’의 오랜 꿈을 위한 도전장인 셈이다. “국민 여러분! 저를 정치에 뛰어들게 한 것은 20년 전의 IMF 위기였다. ‘문제는 경제인데 결국 해답은 정치에 있다.’ 이제 저의 정치적 소명을 다하고자 한다.”(대선 출마선언문) 그러나 유승민의 ‘소명으로서의 정치’는 지금 심각한 위기에 직면해 있다. 바른정당은 지난 24일 밤 긴급 의원총회를 열었다. 갑론을박 끝에 나온 결론은 ‘좌파 패권세력 집권 저지를 위한 3자 단일화’. 한마디로 유승민의 후보직 중도사퇴였다. 당연히 그는 강하게 반발하고 있다. “정치란 열정과 균형적 판단, 둘 다를 가지고 단단한 널빤지를 강하게 그리고 서서히 구멍 뚫는 작업이다. 만약 불가능에 도전하는 사람들이 없었더라면 아마 가능한 것마저도 이루어내지 못했을 것이다.” 막스 베버가 100여 년 전 독일 청년들에게 질타했던 말이 떠오르는 이유가 뭘까. ‘참보수’를 소명으로 내건 유승민의 도전이 한국 정치의 미래와 맞닿아 있기 때문이다.ⓒ매일신문 - www.imaeil.com"
"[데스크 칼럼] 은밀한 살인자 PM 2.5","매일신문","[김태형 뉴미디어 정보관리부장] 1952년 12월 4일, 런던 시내가 짙은 안개로 뒤덮였다. 집집마다 난방을 위해 땐 석탄 연기와 이산화황가스가 안개와 뒤섞였다. 바람까지 멎은 탓에 안개가 도심에 갇혀 거대한 스모그로 변했다. 햇빛마저 차단돼 운전자들은 헤드라이트를 켜고 달려야 했다. 곳곳에서 충돌사고가 잇따랐다. 도로는 통행 불능 상태에 빠지고 도시는 아수라장이 됐다. 스모그는 10일이 돼서야 바람이 불면서 겨우 사라졌다. 며칠간의 스모그로 런던 시민들은 호흡기에 치명상을 입었다. 스모그 발생 후 3주 만에 4천여 명이 죽었다. 이후 만성 폐질환 환자 8천여 명이 더 희생돼 총 1만2천여 명이 목숨을 잃었다. 이른바 ‘런던 스모그 사건’이다. 미세먼지(Particulate Matter, PM)가 연일 도마에 오르고 있다. 미세먼지 예보도 일상이 됐다. 대선 후보도 저마다 미세먼지 대책 공약을 내놓고 있지만 당장 뾰족한 대안은 없어 보인다. 문제가 되는 것은 초미세먼지(PM 2.5)다. 초미세먼지는 입자 직경이 2.5 마이크로미터 이하로 눈에 보이지도 않는다. 머리카락의 150분의 1(0.5 마이크로미터) 만한 입자도 있어, 호흡하면 걸러지지 않고 폐까지 쉽게 침투해 쌓인다. 때로는 혈관을 타고 몸속 곳곳에서 각종 질병을 일으킨다. 임산부의 경우 기형아 출산 확률이 16% 증가한다는 보고도 있다. 지난해 미국 란체스터대 교수팀은 초미세먼지가 사람 뇌 속까지 직접 들어간다는 사실을 밝혀냈다. 말 그대로 은밀한 살인자다. 환경부는 중국발 미세먼지, 화력발전소, 자동차 배기가스 등을 주범으로 꼽고 있다. 대도시에서는 자동차 미세먼지가 골칫거리다. 자동차는 타이어와 브레이크 패드가 마모되면서, 또 연료를 태우면서 중금속이 포함된 미세먼지와 배기가스를 배출한다. 특히 디젤 배기가스에는 1급 발암물질인 블랙카본(BC)도 포함돼 있다. 이들은 대기 중에서 유기화합물과 결합해 초미세먼지로 진화하기도 한다. 공장이 없는 도심에도 도로 주변은 미세먼지 농도가 매우 높고 피해도 직접적이다. 매일 수많은 차량으로부터 미세먼지와 배기가스가 뿜어져 나오는 곳이다. 보행자들은 미세먼지가 눈에 보이지 않는 탓에 그 존재도 모르고 들이마신다. 등굣길 어린이, 산책하는 노약자도 예외가 아니다. 공기 질 측면에서 도로변 인도는 결코 안전한 곳이 아니다. 1급 발암물질도 코앞에 떠다니는 위험지역이다. 1만2천여 명의 목숨을 앗아간 런던 스모그 사건도 돌이켜 보면 미세먼지가 그 주범이다. 미세먼지로부터 도시를 보호하는 일이 중요해졌다. 전문가들은 도시숲 조성을 권한다. 숲이 미세먼지를 제거하는 능력이 탁월하기 때문이다. 나뭇잎은 앞면의 끈끈한 왁스층에 비산먼지를 달라붙게 한다. 또 광합성 과정에서 잎 뒷면 기공으로 초미세먼지를 흡수한다. 나무 47그루 정도면 경유차 1대의 연간 배출 미세먼지(1천680g)를 모두 제거한다. 울창한 가로수는 도로의 미세먼지 확산을 막아준다. 가로수는 천연 미세먼지 필터다.대구는 녹지비율이 전국 광역시 중 두 번째로 높다. ‘폭염도시’를 탈출하자고 부단히 노력한 덕분이다. 숲과 가로수가 시원한 그늘 못지않게 미세먼지까지 없애주고 걸러주니 말 그대로 ‘아낌없이 주는’ 나무다. 도시 녹화가 지속적으로 필요한 이유다. 더불어 아파트 등 주택가 조경도 중요해졌다. 아파트 단지의 울창한 숲은 아름다운 경관뿐만 아니라 도로에서 안방으로 날아드는 미세먼지를 막아주는 효과도 있다. 도로변 담장 울타리의 키 낮은 나무도 함부로 볼 일이 아니다. 이들이야말로 차량 분진과 미세먼지를 차단해주는 주민들의 진정한 건강 지킴이다. 역세권 못지않게 아파트 숲세권은 갈수록 가치를 더할 것이다. 공기 질을 걱정해야 하는 시대, 풀 한 포기 나무 한 그루도 다시 보게 되는 요즘이다.ⓒ매일신문 - www.imaeil.com"
"[사설] 사상 최고 넘보는 코스피, 기뻐할 수만 없는 이유","매일경제","코스피가 어제 2200선을 돌파하며 사상 최고치를 넘보고 있다. 2008년 글로벌 금융위기 때 크게 조정을 받았던 코스피는 꾸준히 상승해 2011년 5월 2일 2228.96까지 올랐지만 그 후 약 6년간 박스권에서 탈피하지 못했는데 최근 흐름이 달라졌다. 세계 경제 회복세에 힘입어 주요 수출 기업들의 실적이 좋아지며 상승세가 이어지고 있는 것이다. 외국인 자금도 꾸준히 유입되고 있어 이번에는 박스권을 벗어날 것이란 기대감이 높다. 북한 핵과 미사일 등 지정학적 리스크까지 해소된다면 이전 최고치를 뚫고 2300선을 넘을 것으로 낙관하는 전문가들도 적지 않다니 반가운 일이다.그러나 대세 상승을 확신하기에는 복병이 너무 많다. 지수를 밀어올리는 외국인 자금의 투기성이 강해 급격히 빠져나갈 가능성이 높은 탓도 있지만 우리나라 경제와 기업이 상승세를 이어가기에는 취약한 상태에 있다는 점이 더 큰 문제다. 일부 상위 종목이 상승장을 주도하고 있다는 게 그 증거다. 특히 삼성전자 비중이 너무 높아 착시 효과를 일으키고 있다는 사실을 감안해야 한다. 코스피 시가총액에서 삼성전자 비중은 지난 25일 종가 기준으로 20.96%에 달했는데 1년 전에 비해 6%포인트 이상 상승한 것이다. 삼성전자를 뺀 코스피 추정 지수는 1700선으로 뚝 떨어진다. 삼성전자 같은 몇몇 우량 종목을 제외하면 주식시장이 여전히 침체에서 벗어나지 못했다는 의미다. 여기에 내수 불황이 이어지고 미국의 보호무역 조치와 차기 정부의 정책 불확실성, 유럽 정치 상황 급변 등 예상치 못한 블랙스완(돌발 악재)까지 터진다면 코스피는 큰 폭의 조정을 받으며 다시 박스권에 갇힐지도 모른다. 코스피 상승세를 이어가려면 성장률 등 펀더멘털 자체를 개선할 필요가 있다. 이를 위해서는 조선과 철강, 자동차 등 주력 업종의 경쟁력과 내수 경기 회복이 필수적이다. 기업들은 하루빨리 구조조정을 마무리하고 신성장동력을 찾아야 한다. 최근 소비심리가 나아졌다지만 내수 진작을 위한 정책도 소홀히 해서는 안 된다. 사상 최고치를 넘보는 코스피에 기뻐만 할 수 없는 이유들이다. 다음달 출범하는 새 정부의 어깨가 무겁다.[매일경제 공식 페이스북] [오늘의 인기뉴스] [매경 프리미엄][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
"[사설] 법인세율 35→15%로 성장엔진 돌리려는 美, 거꾸로 가는 韓","매일경제","도널드 트럼프 미국 대통령은 현재 35%에 이르는 미국 법인세율을 15%로 내리는 파격적인 감세 공약을 실행하기 위한 본격 행보를 시작했다. 대규모 감세와 인프라스트럭처 투자를 앞세운 '트럼프노믹스'의 핵심 정책을 약속한 대로 밀어붙이려는 것이다. 미국 의회 합동조세위원회는 법인세율을 1%포인트 내릴 때마다 10년 동안 연방정부 세수가 대략 1000억달러씩 줄어들 것으로 보고 있다. 세율을 20%포인트 떨어트리면 그것 자체로 2조달러 안팎의 세수가 줄어든다는 이야기다. 하지만 그는 재정적자 축소보다는 먼저 법인세 부담을 낮춰 성장의 활력을 높이는 쪽을 선택했다.물론 이 계획을 관철하려면 의회의 벽을 넘어야 한다. 상·하원 모두 집권당인 공화당이 다수를 차지하고 있다. 하지만 시한 없는 감세법안을 통과시키려면 상원의원 100명 중 60명의 동의가 필요한데 공화당 의석은 52석에 그친다. 또한 재정건전성을 고려해 세율을 20%까지만 낮추자는 공화당 주류를 설득해야 하는 문제도 있다. 그러나 파격적인 감세안이 실현된다면 미국은 경제협력개발기구(OECD) 국가 중 스위스, 헝가리, 아일랜드, 폴란드, 라트비아, 캐나다(8.5~15%)와 더불어 법인세율이 가장 낮은 국가군에 속한다. 높은 세금 부담 때문에 해외에 쌓여 있던 기업 이익의 환류 효과도 기대된다.OECD 국가 법인세율은 2000년 평균 34%에서 지난해 22.5%로 줄곧 낮아졌다. 우리나라도 노태우정부 때 34%에서 김영삼(28%), 김대중(27%), 노무현(25%), 이명박정부(22%)를 거치면서 계속 세율이 낮아졌다. 하지만 지금은 거꾸로 가고 있다. 주요 정당 대선후보 중 자유한국당 홍준표 후보만 빼고 모두 법인세 인상을 주장하고 있다. 바른정당 유승민 후보와 정의당 심상정 후보는 최고 22%인 법인세 명목세율을 다시 올려야 한다고 주장하며, 더불어민주당 문재인 후보와 국민의당 안철수 후보는 먼저 실효세율을 높인 다음 필요하면 명목세율도 올릴 수 있다는 입장이다. 대부분 이명박정부 이전(25%)으로 세율을 되돌리는 안을 제시하고 있다. 하지만 과연 이처럼 세계적인 추세에 역행해 법인세율을 올리고서도 지금 우리에게 무엇보다 절실한 투자와 일자리를 늘릴 수 있다고 보는지 누구도 책임 있는 답을 내놓지 못하고 있다.[매일경제 공식 페이스북] [오늘의 인기뉴스] [매경 프리미엄][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
"[관풍루] 기초연금 인상 공약 대선 후보들…","매일신문","[매일신문] ○…기초연금 인상 공약 대선 후보들 “연 3조~4조원이면 된다” 주장에 국회예산정책처 “8조원 든다” 추산. 뭐, 계산 틀려도 사람 죽나 세금이 죽지-대선 캠프. ○…코스피, 달러화 약세에다 외국인 매수로 6년 만에 2,200선 돌파하며 역대 최고치 돌파 앞둬. 주가 아무리 올라도 월급은 안 오른다는 게 문제.○…지난해 40만 명 넘던 신생아 올해는 36만 명 선도 어려울 것으로 추정돼 ‘출산 절벽’ 간당간당. 이러다 다둥이 낳으면 국가유공자 인정하는 방안 나오겠네.ⓒ매일신문 - www.imaeil.com"
"[기고] 금강소나무 숲을 지켜내자","매일신문","[이종건 남부지방산림청장] 금강소나무는 줄기가 곧고 붉은색을 띠는 소나무다. 금강산에서 백두대간 줄기 따라 경북 북부지역에 주로 분포하고 있다. 나무의 단면 안쪽이 붉고 바깥쪽이 누런 것이 산림의 창자를 연상시킨다 해 ‘황장’(黃腸)이라 불렀는데 잘 갈라지지 않고 뒤틀리지 않으며 잘 썩지도 않아 궁궐과 왕실에서 사용되었다.조선 숙종(1679년) 때는 금강소나무를 함부로 베지 못하도록 바위에 경계표를 새긴 ‘황장봉계표석’을 세우고 관리자를 두고 지킬 만큼 중요하게 생각했다. 남부지방산림청에서도 1987년부터 산림유전자원보호구역으로 지정해 보호하고 있다.안타깝게도 우리가 이토록 소중히 여겨 온 금강소나무가 소나무재선충병(이하 재선충병)으로부터 위협받고 있다. 재선충병은 2005년경 급속히 확산되다 다소 주춤한 상태였으나 몇 년 전부터 상당수 지역에서 재발하고 피해 면적도 늘고 있다. 최근에는 영덕군`영주시까지 확산돼 봉화군`울진군 턱밑까지 와 있다.재선충병이 왜 이렇게 확산된 것일까? 최근의 확산에는 가뭄과 기후변화에 따른 소나무의 건강성 약화를 비롯해 복합적 원인이 있고 원거리 확산에는 감염 소나무류의 무단 이동이 큰 부분을 차지하고 있다.이 때문에 남부지방산림청은 경북 북부 선단지인 안동시 녹전`도산`예안`북후면, 영덕군 영곡면 일대를 공동방제구역으로 지정해 국`사유림 구분 없이 예찰과 방제 등에 주력하고 있다. 특히, 울진군 금강송면 산림유전자원보호구역과 금강소나무림은 울진군과 ‘소나무재선충병 공동대응 5개년 계획’을 수립해 대응하고 있다.또, 선단지 자치단체와 인력, 장비 공유를 추진해 소나무 고사목 조기발견 체계를 구축했다. 선단지에 발생하는 재선충병 피해고사목은 소구역 모두 베기 후 예방주사를 놓는 고강도 방제를 하고 있으며, 누락 없이 꼼꼼한 방제가 이루어질 수 있도록 책임담당관, 현장담당관 제도를 운영해 방제 품질과 추진 상황을 점검하고 있다. 이 외에도 인력에만 의존하던 예찰조사에 헬기와 드론을 활용함으로써 큰 효과를 거두고 있다.하지만 재선충병을 막는 것은 행정력뿐만 아니라 국민들의 관심과 적극적인 참여가 있어야 가능한 일이다. 재선충병이 발생한 지역에서 소나무를 벌채하거나 이동 시 재선충병 방제특별법을 준수하고, 감염이 의심되는 나무를 발견하면 즉시 신고해야 한다.특히, 땔감 사용을 위해 훈증 처리된 소나무를 무단 운송해 발생하는 인위적 확산은 국민들의 적극적인 참여 없이 해결하기 어렵다.숲은 생명이 살아 숨 쉬는 삶의 터전이다. 우리가 마시는 맑은 공기와 깨끗한 물, 기름진 흙, 모든 생명의 활력도 건강하고 아름다운 숲에서 비롯된다. 도시화`현대화 및 고령화라는 사회 환경의 급격한 변화로, 숲은 휴양`문화 녹색공간으로 더 각광받게 되었다. 울창한 금강소나무를 중심으로 잘 조성된 건강한 숲은 산림복지서비스의 최적 장소를 제공해 지역경제 활성화에도 이바지하고 있다.이러한 금강소나무 숲은 단지 한 지역의 자랑거리가 아니라 우리나라의 자랑이다. 명품 금강소나무 숲을 재선충병으로부터 보호하는 것은 산림공무원과 자치단체의 노력만으로 되는 것이 아니다. 감염된 소나무를 발견하거나 소나무 불법이동을 목격했을 경우 즉시 신고하는 작은 실천 하나가 금강소나무 숲을 살리고 지키는 희망이 될 수 있다.‘소나무야∼ 소나무야∼ 언제나 푸른 네 빛∼.’어릴 적 들었던 유명한 동요 중 한 부분이다. 우리 아이들과 미래를 위해 모두가 재선충병으로부터 금강소나무를 지켜야 하는 이유를 단적으로 말해주고 있다.ⓒ매일신문 - www.imaeil.com"
"[사설] 청년 구직자에게 자신감도 빌려준다, 대구시 ‘희망옷장’","매일신문","[매일신문] 구직자들에게는 면접 때 차려입을 옷도 고민거리다. 소득이 없는 청년들로서는 면접 한 번 보자고 몇십만원 하는 정장을 선뜻 구입하기가 쉽지 않다. 청년 구직자들의 이 같은 고민을 덜어주겠다며 대구시가 ‘희망옷장’을 열었다. 이달 25일 열린 대구시 희망옷장은 청년 구직자들이 면접 때 입을 남녀 정장과 셔츠, 넥타이, 구두 등 일체를 무료로 빌려주는 사업이다.대구시와 대구경북패션사업협동조합이 함께 기획한 희망옷장은 단지 옷만 빌려주지 않는다. 정장 차림이 익숙지 않은 청년 구직자들에게 면접 스타일에 잘 맞는 옷에 관한 전문가 상담도 해준다. 대구시에 거주하는 청년 구직자들은 5천원의 세탁비를 내면 희망옷장에서 멋들어진 정장을 3박 4일간 무료로 빌려서 입을 수 있다. 서울 등 일부 지역에서 비슷한 취지의 사업이 민간 차원에서 이뤄지고 있다. 대구시 희망옷장에 주목하는 이유는 취업 전선에서 청년들이 겪는 애로사항에 대해 지자체가 관심을 갖고 실질적 도움을 주려고 고민한 흔적이 보이기 때문이다. 비록 많은 예산이 투입되지 않고 요란하지도 않지만 발상이 참신하고 세심한 배려가 깃든 사업이라 할 수 있다.대구는 1인당 지역내총생산(GRDP)이 24년째 전국 꼴찌를 기록할 정도로 경제 상황이 어렵고 구직난도 가장 심각하다. 지역의 청년들에게 좋은 일자리를 찾아주는 것이야말로 경제 정책의 최우선 과제이기에 대구시는 없는 묘수라도 짜내야 할 판이다. 그래서 대구시는 희망옷장 이외에도 공공기관 실무 경험 기회를 구직자에게 제공하는 국내외 인턴 프로그램, 학자금 대출 이자 지원, 여성취업상담 굿잡버스 등 여러 취업 지원책을 펴고 있다. 예로부터 가난은 나라님도 구제하지 못한다고 했다. 공공 부문이 일자리를 직접 창출하는 데에는 현실적으로 어려움이 많고 실효성도 떨어진다는 지적이 있는 것은 이 같은 이유에서다. 정부와 지자체는 기업 등 민간 부문이 좋은 일자리를 많이 만들어내게끔 환경과 기반을 조성하고 청년 구직자들을 좋은 직장과 연결시켜주는 데에 예산 및 행정력을 선택적으로 집중해야 할 것이다.ⓒ매일신문 - www.imaeil.com"
"[야고부] 네 죄, 네가 알렷다","매일신문","[정인열 논설위원 oxen@msnet.co.kr] ‘1천509억원과 70억원.’ 대구 중구의 옛 조선 역사 흔적의 복원과 활용에 쓸 돈이다. 앞은 25일 국가지정문화재가 된 경상감영 복원 정비 사업비로 2030년까지 들어갈 세금이다. 뒤는 올해 말 끝나는 순종황제 어가길 조성 사업비다. 두 사업 대상은 공통점이 있다. 백성 수탈과 국권 침탈의 아픈 흔적을 고스란히 간직한 곳이다. 경상감영은 조선 8도에서 가장 백성이 많고 땅덩어리 큰 경상도 72고을을 다스린 최고 권력자인 관찰사가 군림한 곳이다. 선화당은 업무를 본 공적 사무실이고, 징청각은 먹고 자고 논 사적 공간이다. 좋게 말하면 근무처지만 백성을 괴롭힌 수탈처였다.썩은 당시, 백성 수탈의 증언은 여럿이다. 먼저 1906년 6월 대구군수 겸 경북도관찰사서리로 부임한 박중양의 회고록 ‘술회’(述懷)가 있다. “병이 골수에 든 조선을 소생하기에는 때가 늦었으나 온갖 폐단을 타파하고 백성을 구제하기로 결심했다. 썩어 뒤집어진 한국 중흥은 자신(自信)이 약하다```관찰사와 군수 등이 나설 때 행렬은 지금 제왕의 때보다 더하다```관리 등이 감춘 공금을 적발하고```무명잡세를 없애고```놀고먹는 직원을 도태하고```.” 또 대구 일본인이 남긴, ‘네 죄를 네가 알렷다 라면서 백성의 돈과 재산을 뺏는’ 감영과 관리들 모습도 그렇다. 박중양의 기록은 광복 후 1946년부터 1954년까지 쓴 글이라 신뢰에 의문이 있지만 역대 조선총독도 비판한 점에 미뤄 옛 부패를 다소 짐작하게 한다. 일본인 기록 역시 한국의 나쁜 점을 유독 부각하는 터라 믿음이 낮지만 참조는 할 만하다. 게다가 징청각에는 나라에서 내린 ‘네가 받는 월급은 백성의 기름이고, 아래로 백성을 괴롭히기는 쉬우나 위로 하늘을 속이기는 어렵네’라는 글이 내걸릴 정도였으니 썩은 경상감영의 그늘을 충분히 짐작할 수 있다. 순종황제 어가길 역시 흑역사(黑歷史)의 아픔을 간직하고 있다. 조선 마지막 임금 순종이 나라 패망 1년 7개월여 전인 1909년 1월, 태어나 처음 들른 대구에서 이틀 밤을 보낸 곳이 경상감영이다. 어가길은, 앞서 백성에게 의병 같은 소요를 일으키지 말라고 당부하고 대구 일본인들이 신사를 세우고 신성시한 달성공원에 이토 히로부미 통감과 함께 들르느라 오간 그런 길이다.  두 사업은 대구 관광과 역사교육 공간으로 쓰기 위함이다. 1천579억원짜리 역사 사업이라 기대되나 돈만 쓰고 자칫 ‘네 죄, 네가 알렷다’는 소리를 듣지나 않을지 걱정이다.ⓒ매일신문 - www.imaeil.com"
